Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
-0.48,0.06,0.17,1.81,0.31,-2.37
-0.49,0.02,0.19,2.0,-0.13,-2.31
-0.51,0.04,0.12,2.0,-0.94,-2.12
-0.51,0.01,0.13,1.94,-0.94,-2.31
-0.47,0.03,0.12,1.87,-0.37,-2.5
-0.41,0.08,0.11,1.81,0.06,-2.94
-0.4,0.06,0.1,1.62,-0.56,-2.87
-0.41,0.01,0.1,1.87,-1.44,-2.94
-0.38,0.0,0.11,2.12,-2.56,-2.81
-0.37,-0.1,0.25,2.44,-2.5,-2.81
-0.33,-0.1,0.22,2.44,-2.44,-3.12
-0.26,-0.08,0.19,2.06,-2.56,-2.94
-0.2,0.0,0.12,1.81,-3.0,-3.06
-0.18,0.03,0.08,2.31,-3.87,-3.5
-0.2,0.02,0.11,3.31,-5.44,-4.37
-0.28,0.0,0.16,4.0,-6.69,-5.5
-0.33,-0.05,0.19,4.19,-7.5,-6.62
-0.44,-0.04,0.17,3.94,-8.56,-8.0
-0.49,-0.02,0.16,3.5,-8.94,-8.88
-0.49,0.0,0.13,3.12,-8.5,-9.19
-0.55,0.02,0.08,2.81,-7.5,-9.56
-0.54,0.02,0.09,2.87,-6.69,-9.56
-0.57,-0.01,0.12,3.37,-5.75,-9.38
-0.69,-0.04,0.12,3.25,-5.25,-9.25
-0.68,0.02,0.13,2.62,-5.19,-8.38
-0.72,0.13,0.13,1.37,-4.0,-7.87
-0.66,0.18,0.11,0.81,-2.87,-8.25
-0.56,0.18,0.11,1.19,-2.56,-7.69
-0.56,0.13,0.12,1.5,-1.94,-7.12
-0.53,0.07,0.11,1.62,-1.75,-7.0
-0.51,0.09,0.13,1.44,-1.69,-6.44
-0.33,0.04,0.21,1.25,-0.88,-6.19
-0.24,0.01,0.26,1.06,0.44,-6.19
-0.16,-0.01,0.23,0.81,1.81,-6.19
-0.06,-0.03,0.29,0.44,3.56,-6.62
0.22,-0.14,0.6,0.56,5.44,-7.69
0.32,-0.17,0.78,1.44,7.19,-9.44
0.45,-0.25,1.02,2.62,8.19,-12.38
0.34,-0.45,1.24,4.31,8.06,-17.12
-1.27,-1.63,1.42,8.31,5.37,-24.81
-3.33,-2.67,1.58,13.69,-1.19,-35.0
-3.33,-2.67,1.58,21.06,-11.06,-44.69
-10.82,-4.88,3.22,30.56,-29.25,-50.06
-19.05,-6.33,3.97,40.38,-56.38,-50.13
-22.01,-7.23,2.76,43.19,-75.56,-47.06
-22.42,-7.3,2.98,26.25,-79.12,-29.69
-22.42,-7.3,2.98,3.94,-39.38,6.19
-21.85,-3.84,5.76,-21.44,35.75,53.44
-20.88,-2.23,4.17,-44.69,95.87,116.94
-19.44,-0.8,2.01,-46.75,139.94,192.69
-9.73,-1.08,-4.12,-40.88,182.81,263.94
-9.73,-1.08,-4.12,-28.19,231.44,315.37
0.25,-2.01,-4.66,-1.0,274.62,336.37
14.97,-4.45,-2.69,6.56,259.37,322.0
28.86,-6.95,0.26,-24.69,144.31,291.75
29.67,-6.05,6.58,-51.88,15.63,257.87
29.8,-2.34,6.64,-67.75,-7.56,177.62
29.87,0.91,5.51,-63.13,48.19,74.62
29.92,4.49,4.67,-27.44,88.25,-23.0
29.93,6.94,2.71,16.44,81.62,-102.56
29.1,4.48,2.49,73.5,36.13,-174.0
27.1,0.92,1.75,89.75,-30.44,-242.0
12.59,-1.52,1.71,84.94,-104.31,-279.5
5.44,-3.92,0.33,89.62,-154.75,-274.06
-1.66,-4.59,-0.03,71.87,-172.5,-289.5
-7.59,-4.86,0.31,64.25,-185.5,-285.0
-21.7,-5.88,2.51,64.25,-185.5,-285.0
-28.55,-6.86,2.63,28.5,-197.69,-154.37
-33.17,-7.47,1.14,-10.25,-131.81,-71.56
-35.91,-6.53,0.58,-24.94,-24.37,-27.69
-32.95,-4.32,1.2,-11.13,52.0,-9.06
-29.12,-4.84,2.67,-11.13,52.0,-9.06
-26.38,-5.64,3.77,25.75,24.5,58.44
-22.51,-7.39,3.2,37.94,-7.12,103.62
-20.52,-8.22,2.29,23.62,14.38,152.37
-17.28,-8.3,1.54,-8.56,86.56,193.87
-13.02,-7.29,1.08,-8.56,86.56,193.87
-1.49,-5.06,2.88,-60.94,272.5,230.87
8.79,-3.89,4.17,-72.81,315.87,235.37
19.87,-1.85,5.03,-56.94,272.0,232.25
25.05,-0.81,4.91,-58.19,170.94,214.12
24.47,3.37,3.59,-58.19,170.94,214.12
26.4,5.03,3.91,-60.25,110.31,176.37
29.67,5.7,4.95,-25.81,104.12,70.87
30.15,5.64,5.7,-4.56,75.5,7.31
29.85,4.62,4.75,13.5,35.13,-51.81
27.93,4.31,5.05,13.5,35.13,-51.81
23.75,1.51,4.15,35.94,-6.69,-106.5
18.49,0.88,2.15,45.31,-83.5,-132.0
13.03,4.0,1.37,92.5,-125.44,-214.0
8.75,-0.17,2.09,116.12,-150.94,-292.31
3.94,-4.66,1.69,116.12,-150.94,-292.31
-8.95,-9.11,1.16,112.75,-180.56,-313.25
-15.7,-10.13,1.16,72.37,-230.37,-257.25
-20.51,-9.73,2.57,54.88,-260.19,-238.94
-25.72,-9.49,4.51,45.56,-278.06,-198.81
-32.97,-9.32,4.68,45.56,-278.06,-198.81
-34.2,-8.58,3.7,22.62,-275.87,-138.87
-35.6,-6.48,1.68,0.06,-141.69,-37.44
-33.07,-5.6,0.07,16.19,-32.25,30.37
