Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
-9.99,-0.78,-3.59,-16.94,58.25,105.0
-7.63,-0.78,-2.26,-20.06,67.81,134.44
-3.46,-1.27,0.76,-26.87,83.44,161.87
-1.24,-1.14,2.12,-35.25,107.56,178.56
1.25,-1.29,2.47,-43.0,135.12,188.5
5.72,-1.37,2.46,-53.44,157.0,190.62
15.92,-0.07,3.96,-54.25,159.12,165.56
19.34,0.33,5.68,-45.63,126.87,128.44
20.75,0.77,7.38,-35.5,64.75,91.0
17.82,1.86,7.18,-20.75,3.37,44.69
15.91,2.41,6.37,-4.69,-33.88,-10.88
14.19,2.22,5.31,18.0,-39.5,-63.0
12.53,1.12,4.11,45.5,-31.62,-106.87
6.2,-1.64,2.9,67.06,-32.81,-142.12
2.75,-2.87,3.04,79.87,-50.38,-160.75
-1.19,-3.93,2.79,88.5,-70.44,-168.44
-5.33,-4.33,2.36,86.31,-97.25,-181.75
-12.27,-4.27,2.17,72.0,-131.19,-169.06
-15.29,-3.38,1.24,51.31,-154.69,-143.31
-17.75,-2.05,-0.71,30.37,-162.56,-117.81
-19.21,-0.99,-2.15,20.19,-144.25,-76.69
-20.25,-1.13,-5.47,14.56,-97.69,-23.87
-18.53,-1.99,-5.65,7.69,-42.63,28.69
-15.64,-2.26,-4.56,-2.19,7.75,73.62
-9.75,-1.64,-2.21,-10.0,45.63,105.87
-7.29,-1.46,-1.01,-16.44,73.81,128.62
-4.76,-1.51,-0.09,-25.0,99.62,147.69
-2.06,-1.85,0.5,-35.56,125.62,158.5
3.33,-2.58,1.39,-46.5,147.06,157.5
6.82,-2.22,1.94,-57.75,158.19,147.56
10.15,-1.35,3.0,-63.63,161.69,132.5
12.8,-0.86,4.72,-66.75,146.62,113.94
17.55,2.76,7.35,-64.19,108.81,80.0
17.33,3.69,6.92,-40.06,58.38,30.75
15.93,2.76,5.97,-8.19,10.44,-10.75
14.02,1.55,5.26,16.75,-11.81,-54.38
10.7,-0.24,4.55,34.56,-10.19,-91.75
8.48,-0.81,4.39,46.88,-5.81,-120.12
5.55,-1.54,4.0,59.88,-11.56,-141.69
-0.84,-2.62,2.29,71.19,-28.81,-153.81
-3.78,-3.19,0.95,79.19,-49.19,-155.75
-6.61,-3.42,0.02,80.5,-72.5,-150.25
-9.37,-3.39,-0.16,72.19,-105.06,-143.37
-14.97,-2.5,-0.45,55.81,-138.25,-132.81
-17.05,-1.75,-1.82,35.19,-156.69,-114.69
-19.09,-1.17,-3.35,16.81,-138.25,-76.81
-19.92,-0.89,-4.91,1.44,-89.75,-12.63
-15.83,-0.24,-6.03,-11.63,-26.31,50.38
-12.35,0.18,-5.19,-20.56,33.44,95.06
-9.21,0.39,-4.22,-25.37,68.81,123.25
-4.19,-0.34,-2.11,-32.06,88.94,148.81
-2.05,-0.68,-0.74,-44.63,107.0,169.87
-0.24,-0.94,0.99,-57.81,126.69,180.5
2.6,-1.94,2.65,-73.87,148.06,188.56
12.0,-1.95,4.96,-86.69,165.5,173.31
15.64,-1.08,6.46,-80.56,163.37,135.62
18.16,-0.33,7.38,-69.37,123.25,100.31
18.86,0.5,8.59,-54.13,64.5,65.69
17.07,1.67,8.36,-28.94,11.88,16.56
15.15,1.37,7.58,-0.06,-19.62,-39.5
13.15,0.33,6.28,32.75,-34.0,-89.12
10.36,-0.81,5.01,62.19,-39.5,-128.0
4.28,-2.9,3.77,82.81,-49.25,-148.37
1.04,-3.08,2.75,96.87,-57.94,-168.94
-2.66,-3.15,1.78,96.87,-78.69,-178.06
-9.57,-3.3,0.58,91.19,-108.31,-162.06
-13.06,-3.07,0.15,73.75,-137.87,-145.62
-16.03,-2.59,-0.67,49.13,-161.0,-132.44
-18.47,-1.93,-1.8,28.25,-164.37,-106.25
-20.56,-0.5,-5.91,11.5,-133.31,-53.69
-18.66,0.24,-6.78,-0.19,-72.56,6.5
-15.49,0.42,-6.32,-8.31,-1.25,57.06
-12.0,0.11,-5.13,-15.75,43.38,95.62
-6.91,-1.02,-2.43,-19.31,55.81,119.56
-4.99,-1.31,-1.49,-25.56,60.63,140.5
-3.11,-1.37,-0.23,-37.75,77.0,159.0
1.88,-2.07,1.65,-49.44,105.81,165.62
5.39,-2.45,3.4,-59.94,137.94,162.94
10.23,-1.68,4.67,-72.81,156.56,148.94
14.24,-0.17,5.57,-66.06,147.31,112.94
17.46,1.01,8.15,-51.19,101.56,83.62
17.33,1.47,7.58,-35.13,42.63,57.25
16.09,1.82,7.01,-11.44,1.25,12.0
14.73,1.59,6.54,14.06,-18.12,-41.81
11.2,-0.21,4.6,40.5,-20.25,-87.5
8.48,-1.22,3.73,61.25,-20.0,-123.19
4.98,-1.79,2.96,74.56,-28.0,-150.31
1.59,-2.43,2.31,85.12,-47.06,-160.69
-5.55,-3.05,0.56,93.25,-67.44,-166.5
-9.15,-3.07,0.26,86.19,-100.25,-177.62
-12.36,-3.45,0.09,67.12,-131.81,-151.94
-17.98,-1.68,-2.58,32.56,-146.62,-117.06
-19.51,-0.62,-3.8,6.81,-137.5,-87.44
-19.91,-0.58,-5.03,0.37,-98.87,-43.38
-18.3,-0.93,-5.88,-3.75,-36.94,11.44
-11.97,-0.95,-4.64,-12.19,22.37,60.75
-8.93,-0.29,-3.67,-16.81,54.19,97.31
-6.47,0.17,-2.71,-21.31,64.12,122.31
-4.41,0.16,-1.89,-28.62,70.44,147.69
-4.41,0.16,-1.89,-37.19,85.75,165.87
