Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
-12.41,0.6,-1.93,36.19,-52.13,-72.44
-11.43,-0.02,-1.47,15.31,-45.0,-31.06
-10.27,-0.55,-1.43,-5.37,-55.13,15.0
-10.03,-0.8,-2.5,-5.37,-55.13,15.0
-10.94,-0.85,-3.26,-20.69,-72.87,55.88
-11.33,-1.06,-3.66,-36.81,-28.12,129.94
-10.57,-1.35,-3.45,-51.88,52.75,153.44
-5.15,-2.07,-1.4,-71.94,134.31,170.69
-1.54,-2.1,0.72,-71.94,134.31,170.69
2.03,-2.0,2.53,-87.25,175.12,179.37
4.32,-1.84,2.59,-88.25,112.19,170.0
5.01,-1.64,2.05,-79.69,66.81,150.37
5.09,-1.87,2.58,-64.94,40.25,120.0
6.28,-2.04,3.57,-64.94,40.25,120.0
8.52,-1.67,5.08,-51.63,27.31,88.5
12.29,0.12,6.8,-20.44,-25.0,23.0
12.45,0.66,6.21,-0.19,-51.25,-13.06
11.8,0.87,5.32,18.94,-52.63,-47.31
10.7,1.0,3.88,18.94,-52.63,-47.31
9.95,1.01,3.44,35.25,-37.06,-79.37
8.97,0.94,3.14,59.06,-6.62,-134.12
7.91,0.68,2.93,68.19,-2.87,-155.37
5.09,-0.16,2.45,76.31,-7.87,-171.87
3.13,-0.95,1.9,76.31,-7.87,-171.87
1.11,-1.7,1.39,83.12,-24.44,-183.69
-1.03,-2.35,0.8,91.87,-72.75,-189.94
-7.56,-2.9,-1.12,91.19,-90.62,-176.94
-10.18,-2.79,-1.97,82.56,-101.06,-166.12
-12.16,-2.29,-3.01,82.56,-101.06,-166.12
-14.4,-1.1,-4.05,69.94,-101.0,-144.94
-14.0,-0.62,-3.47,53.75,-88.19,-118.69
-13.16,-0.71,-2.64,34.25,-57.81,-89.0
-11.16,-0.6,-1.62,7.25,-18.62,-48.75
-6.88,-1.6,-0.35,-13.81,15.0,2.06
-6.87,-1.36,-0.56,-28.56,33.94,49.19
-8.28,-0.57,-1.51,-40.5,19.62,84.56
-10.31,-0.2,-2.85,-39.81,8.13,116.75
-8.71,-0.89,-1.63,-47.13,45.25,145.5
-4.67,-1.33,-0.07,-68.81,119.25,168.44
-0.25,-1.63,1.74,-93.62,185.81,186.25
3.86,-1.71,3.84,-108.87,205.56,194.0
6.81,-1.67,4.32,-107.12,168.0,186.62
6.36,-1.37,3.35,-96.25,89.44,167.25
5.95,-1.7,2.7,-78.81,14.81,144.06
6.88,-2.73,4.34,-60.0,-12.44,107.81
8.66,-1.63,5.75,-45.88,-9.94,70.87
9.89,-0.39,6.75,-33.38,-10.31,36.19
10.24,0.18,6.65,-15.63,-15.06,-1.56
9.75,0.01,4.83,5.56,-13.38,-42.06
8.87,-0.15,3.73,25.44,-6.56,-78.62
7.14,-0.24,2.87,41.31,0.69,-110.0
5.16,-0.51,2.25,54.0,5.31,-134.19
0.03,-1.37,0.71,66.62,7.19,-152.06
-3.37,-1.48,-0.27,78.44,4.06,-164.06
-6.55,-2.03,-1.5,89.37,-9.31,-165.56
-9.42,-1.99,-2.22,92.62,-34.0,-151.62
-11.23,0.01,-2.47,88.87,-62.44,-135.75
-10.17,0.33,-0.33,80.56,-79.94,-105.5
-10.1,-0.38,-0.11,59.25,-78.37,-66.75
-11.86,-0.51,-2.6,22.69,-80.81,-24.81
-14.96,0.11,-4.39,-6.62,-112.0,26.12
-16.94,0.62,-5.78,-20.87,-145.06,74.81
-16.23,-0.04,-6.32,-32.56,-122.94,127.25
-8.61,-2.24,-3.6,-48.38,-37.13,169.5
-3.82,-2.45,-1.27,-69.5,67.12,195.37
0.59,-2.09,1.18,-89.12,137.75,217.12
3.97,-1.91,2.56,-98.37,155.25,227.06
8.25,-2.28,2.79,-95.94,131.31,219.37
9.91,-1.74,3.43,-90.0,90.0,197.19
11.05,-1.05,4.28,-79.62,48.88,167.37
13.47,0.63,6.88,-67.5,14.31,133.62
15.27,1.3,7.45,-53.19,-9.25,98.31
16.72,1.58,7.66,-35.13,-23.69,56.69
16.8,1.56,7.38,-13.63,-37.25,7.75
14.8,0.36,5.68,10.81,-51.0,-41.56
13.58,-0.37,5.08,32.75,-50.31,-88.19
11.47,-1.12,4.54,49.5,-32.19,-132.31
8.35,-2.05,3.84,64.69,-19.69,-171.94
1.18,-3.37,1.99,80.19,-24.56,-200.87
-3.34,-3.96,0.79,92.5,-39.25,-218.19
-7.75,-4.07,-0.25,101.75,-70.56,-223.75
-13.43,-2.01,-0.94,107.31,-119.44,-211.94
-15.26,-1.1,-0.25,100.06,-150.81,-180.69
-16.14,-0.73,-0.5,75.06,-144.12,-138.56
-16.41,-1.22,-0.73,44.81,-123.0,-100.31
-18.93,-2.18,-2.5,18.31,-110.5,-52.44
-19.92,-2.05,-3.55,2.44,-115.44,-0.25
-19.54,-2.17,-3.99,-5.69,-100.69,54.25
-17.65,-2.52,-3.69,-14.75,-37.94,98.44
-11.14,-2.73,-2.05,-25.75,59.31,130.62
-6.89,-2.29,-0.41,-41.69,155.5,158.69
-2.53,-2.07,0.83,-54.25,208.12,181.31
1.1,-1.89,1.47,-58.69,203.62,194.19
5.43,-1.77,1.31,-58.94,162.75,198.0
7.05,-1.29,1.56,-59.0,118.69,192.5
8.64,-0.87,2.43,-58.13,83.06,175.75
12.43,-0.8,4.81,-54.13,54.31,155.0
13.72,-0.35,6.14,-48.5,30.37,128.25
14.43,0.17,6.38,-39.5,7.12,93.5
14.85,0.95,5.86,-27.44,-17.69,51.0
15.48,2.12,5.09,-14.94,-34.81,7.75
