Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
2.4,3.84,-8.85,-7.12,33.19,-18.5
2.97,3.91,-9.06,3.56,14.19,-12.63
2.76,3.96,-9.39,-0.5,10.69,-4.19
2.99,4.01,-9.07,-1.25,12.69,-2.87
3.24,4.04,-8.78,2.0,16.81,-3.37
3.44,4.2,-8.88,5.81,31.94,-6.56
4.33,4.15,-8.83,8.5,39.88,-12.38
4.75,4.45,-8.18,2.5,24.37,-20.56
4.87,4.65,-8.03,-4.5,14.25,-26.87
5.54,5.87,-7.01,15.31,75.56,-60.69
5.68,5.78,-6.57,36.88,120.62,-59.69
7.03,4.76,-4.46,84.75,172.81,-44.69
8.92,3.83,-3.51,98.44,83.56,-16.56
8.71,2.32,-3.02,94.31,81.06,5.37
7.11,3.01,-2.24,58.5,62.25,-15.63
9.18,4.63,-0.2,34.0,92.0,-42.25
9.78,4.36,-0.76,35.44,64.62,-24.31
10.94,3.58,-0.5,39.75,31.56,28.44
8.57,3.92,-1.61,30.81,-8.69,-6.5
7.97,3.27,-1.33,4.37,-20.25,-12.56
9.16,4.91,-0.9,4.56,14.19,23.25
9.33,5.02,-0.5,9.0,-8.94,15.06
8.6,4.47,-0.66,3.87,-5.06,3.19
9.19,4.58,-1.06,21.44,-13.81,14.56
8.9,3.64,-1.37,19.81,-12.31,3.94
7.88,2.46,-0.91,6.5,17.0,12.5
10.31,2.71,0.67,-1.56,55.06,17.31
9.86,3.66,-0.22,4.81,-3.25,-2.81
9.23,3.53,-0.69,0.62,-2.37,-10.0
8.85,3.34,-0.45,-3.31,1.06,-1.5
8.94,3.31,-0.14,-6.5,-3.5,3.0
9.97,3.33,-0.42,8.13,-31.12,2.94
8.42,3.48,-0.98,9.75,-3.12,-6.75
8.16,3.7,-0.57,0.13,18.5,18.37
15.78,7.5,1.01,6.0,133.0,19.94
13.85,3.14,-0.13,37.0,-106.75,-119.31
3.05,0.53,1.37,-6.0,-19.19,-122.06
-5.08,-0.36,-0.05,-10.63,21.62,-7.5
13.0,4.41,2.78,-67.12,107.69,198.12
29.01,7.54,3.61,31.31,-33.19,-30.69
7.45,2.97,0.09,30.25,-107.69,-154.19
-4.26,0.42,0.92,1.12,-14.06,-39.38
0.64,2.34,0.39,-42.44,55.5,133.44
23.65,5.96,2.6,-8.69,79.44,135.75
18.77,5.41,1.16,39.94,-32.81,-116.75
3.59,0.84,0.13,36.69,-80.44,-157.25
-4.44,0.46,-0.04,-6.25,-42.44,-0.31
6.28,3.26,1.54,-52.94,107.75,166.19
27.09,7.51,6.7,-22.0,105.12,106.87
15.79,3.78,2.21,53.31,-97.69,-156.56
-0.83,1.49,-0.86,25.37,-68.5,-120.5
-2.96,0.49,-0.62,-30.37,-23.75,66.56
12.08,4.22,1.86,-51.06,96.25,186.44
24.82,5.61,2.54,23.37,38.75,20.0
12.45,2.97,0.57,48.13,-51.63,-154.5
-0.22,1.86,-0.9,19.31,-45.31,-106.87
-2.25,1.74,-0.72,-14.88,-20.31,56.63
10.26,2.33,0.73,-37.0,46.69,173.94
23.53,6.33,0.56,4.94,40.69,87.0
15.39,2.69,-0.53,45.06,-36.56,-127.37
4.67,1.16,0.36,0.81,-31.37,-130.06
-2.71,2.18,-0.56,-20.87,-15.0,8.81
7.69,4.25,0.94,-30.69,42.81,166.06
16.83,4.88,-0.42,-8.19,22.62,98.31
17.83,4.74,-1.54,7.19,-6.31,-68.69
8.97,2.89,-0.07,7.75,-14.25,-131.62
0.61,3.1,-0.03,5.19,-19.5,-55.63
-0.67,3.2,-0.82,-0.13,-34.25,65.31
13.95,3.08,-1.56,-6.69,31.81,173.06
20.32,4.34,-1.5,22.31,16.12,-25.06
10.19,2.9,-0.66,7.56,-18.06,-129.87
1.69,3.15,-0.28,1.56,-19.75,-88.44
-1.25,3.04,-0.03,2.5,-10.44,38.0
10.88,2.48,-0.14,0.56,48.81,170.19
20.49,2.18,-1.64,16.37,16.62,49.19
13.61,2.66,-1.08,9.38,-18.06,-120.44
4.75,2.43,-0.47,2.0,-49.94,-129.25
-0.91,3.29,0.21,6.44,-12.38,-37.13
4.39,4.97,-1.08,-0.31,32.5,147.19
19.76,2.78,-1.62,-7.06,40.63,99.31
15.31,3.21,-0.76,7.37,-10.94,-87.19
6.64,2.22,-0.48,8.81,-35.38,-137.0
-0.7,3.44,-0.33,-2.94,-20.25,-44.06
2.71,4.16,-1.0,-15.69,2.87,140.37
19.0,4.36,-1.32,-19.75,33.63,91.31
16.52,4.01,-0.03,8.69,0.37,-91.94
5.76,2.3,-0.5,15.5,-40.5,-134.44
-1.65,2.69,-0.43,3.06,-15.63,-32.5
5.1,3.84,-0.25,-11.63,24.06,168.87
19.55,1.71,-1.43,-6.75,21.0,119.25
16.58,3.01,-0.67,11.63,-3.87,-93.56
8.0,2.14,-0.59,12.75,-39.5,-158.37
-0.49,3.68,-0.27,-0.94,9.38,-71.56
0.32,2.17,0.52,-3.31,5.62,133.0
18.5,2.0,-1.33,-8.75,32.5,177.44
18.91,2.82,-1.37,5.81,-6.06,-71.31
8.97,1.47,0.0,2.75,-43.19,-155.19
-1.72,3.24,-0.16,2.62,18.62,-53.38
2.02,3.05,0.12,-26.69,-21.25,144.75
18.44,0.13,-1.46,-2.0,35.13,168.0
