Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
3.77,4.24,-7.94,-129.81,38.0,78.25
3.58,6.49,-8.5,-114.94,20.87,60.81
3.84,6.49,-8.14,-89.12,-0.25,61.44
4.56,6.52,-7.81,-61.63,-10.81,66.81
5.15,6.46,-7.41,-44.88,5.44,62.31
7.88,5.29,-6.09,-48.69,82.69,63.88
7.9,5.88,-2.94,-30.5,162.0,36.69
9.1,4.64,-1.67,-9.19,94.75,41.44
9.03,4.2,-0.82,-14.44,105.94,33.38
9.28,3.01,2.12,-26.81,99.75,21.75
8.62,3.05,1.59,-4.62,-25.06,7.37
8.9,3.83,0.83,-11.25,-34.44,5.37
9.28,3.4,1.38,-25.19,9.56,5.0
9.83,3.05,1.32,-5.37,-7.94,1.44
8.82,3.29,1.01,-4.06,-34.0,-14.25
8.73,3.34,1.0,-7.5,-8.31,-9.31
8.86,3.62,0.78,-0.62,-5.56,0.5
8.89,3.42,0.58,-4.5,-1.37,3.06
9.1,3.26,0.58,-4.75,1.37,8.44
8.97,3.11,0.46,-1.19,-0.19,10.31
8.98,2.67,0.66,-3.44,-0.19,19.44
9.73,2.51,0.61,4.56,1.25,24.06
8.55,2.39,0.45,2.62,-0.94,17.44
8.34,1.64,0.44,-2.06,1.19,40.13
9.88,0.97,0.65,-1.06,0.0,38.13
8.63,0.43,0.69,-0.94,-2.25,31.87
8.57,-0.5,0.59,-0.44,3.94,46.5
9.62,-1.09,0.56,-1.81,3.81,45.63
10.54,-1.48,1.11,-5.69,50.0,22.12
10.99,-1.65,1.93,3.56,0.0,-24.75
13.4,-0.74,2.1,31.31,-0.37,-129.87
8.57,0.22,1.92,46.69,-9.44,-200.75
-0.74,4.03,-0.5,8.31,-65.12,-62.5
0.79,2.08,-0.79,-29.75,-9.25,177.69
19.12,-4.05,4.49,-37.75,27.25,169.12
18.6,0.84,1.43,32.0,-27.37,-141.44
5.92,0.49,0.38,28.56,-59.5,-241.56
-3.51,4.14,-0.54,-6.81,-22.75,-11.31
3.63,1.35,-1.05,-7.12,17.12,232.87
23.78,-0.41,1.5,-9.5,-26.19,96.87
16.48,0.44,-0.01,12.75,2.37,-168.44
3.0,1.62,0.0,12.63,-62.31,-205.44
-3.4,5.03,-0.46,2.56,-21.81,25.31
8.04,-0.76,-0.71,2.62,80.69,253.31
20.75,-1.33,0.25,7.5,-15.38,115.81
16.43,0.8,0.21,7.75,-1.81,-146.44
5.09,1.11,-0.05,21.44,-34.19,-200.94
-2.43,4.53,-1.06,5.37,-33.19,10.5
4.36,0.17,-1.3,-8.69,67.12,239.19
22.93,0.29,1.33,-4.25,-57.31,48.38
14.48,0.32,0.58,6.56,15.88,-173.0
2.88,1.91,0.03,26.87,-19.5,-171.12
-2.2,4.83,-0.58,6.75,-16.94,59.31
10.27,-1.57,0.1,-30.19,84.31,254.75
22.08,0.66,-0.14,14.56,-13.19,57.88
13.04,-0.24,0.21,-3.19,-15.38,-170.31
3.05,1.97,0.39,13.38,-42.56,-167.0
-1.3,4.74,-0.56,9.44,-15.13,28.87
7.28,0.28,-0.62,-6.25,86.19,225.87
20.76,0.29,0.66,1.12,49.56,80.12
15.42,-0.17,0.3,9.63,-5.25,-163.75
1.78,2.09,0.31,12.75,-65.25,-192.0
-1.75,4.48,-0.06,12.38,40.63,46.25
9.84,-0.33,1.65,-44.19,44.94,240.37
20.45,1.1,1.3,-9.44,12.75,62.69
14.27,0.0,0.72,5.19,-15.44,-160.69
2.89,1.79,0.46,14.25,-68.37,-181.44
-1.46,4.97,-0.19,10.69,-33.63,26.56
6.6,0.48,-0.7,-8.75,101.06,241.44
20.53,0.0,1.13,-1.19,14.31,100.62
15.5,0.12,0.8,12.88,-16.0,-137.25
5.29,1.04,0.64,27.69,-46.63,-203.87
-0.82,4.3,-0.59,8.19,-66.62,-45.13
4.44,0.99,-0.6,-4.56,37.63,222.37
19.57,-2.2,1.99,-5.94,16.56,154.75
16.23,0.58,0.0,15.88,-21.12,-108.5
5.3,0.59,0.01,14.0,-42.31,-184.0
-1.08,3.71,-0.79,2.87,-48.5,6.81
7.87,-0.81,-1.04,0.62,59.19,225.31
21.42,1.7,-0.4,21.5,-37.94,34.31
13.13,-0.37,-0.05,-3.81,0.19,-157.56
3.06,1.13,0.09,9.94,-67.25,-146.12
-0.76,4.1,-0.7,10.94,-19.0,75.12
9.4,-1.69,0.55,-18.94,157.12,241.69
20.96,1.18,-1.05,37.31,-8.94,-5.69
12.46,-0.5,-0.18,-6.44,-22.62,-181.25
2.79,1.94,0.04,1.69,-58.5,-159.5
-0.68,3.98,-0.3,9.88,-37.31,39.75
5.73,0.06,0.44,-36.69,265.69,237.56
20.04,0.01,3.56,5.56,1.25,38.88
15.45,-0.46,1.8,34.5,-22.69,-176.87
3.93,1.76,0.87,41.44,-80.69,-215.37
-1.77,4.6,0.02,10.75,-76.25,15.19
5.07,1.36,-1.34,-4.94,91.62,245.44
21.62,-2.33,0.8,-6.87,51.5,173.37
16.28,0.79,-1.04,11.19,-19.62,-178.87
3.89,0.82,-0.58,5.25,-70.81,-217.69
-3.33,4.18,-0.41,-4.12,-13.13,3.69
5.08,0.79,-1.37,-7.69,67.94,256.69
23.72,-1.56,1.07,1.25,35.25,78.62
