Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
19.76,-3.21,8.02,-50.75,145.81,95.37
18.62,-3.02,8.67,-36.38,68.81,64.75
17.4,-1.25,8.57,-24.87,29.0,8.75
16.09,1.11,7.81,-15.81,10.63,-46.94
12.0,3.9,5.42,-1.69,-9.81,-85.37
9.47,4.15,3.85,14.69,-31.0,-121.25
9.47,4.15,3.85,28.56,-41.5,-155.37
7.0,3.55,2.58,40.31,-45.75,-179.31
4.66,2.27,1.57,49.63,-53.75,-194.87
-0.39,-0.29,0.39,59.06,-73.75,-204.5
-2.92,-1.35,-0.39,66.69,-104.25,-203.69
-5.55,-2.09,-1.14,71.56,-136.69,-185.44
-6.98,-3.28,-2.14,56.56,-159.37,-176.0
-11.69,-2.5,-2.46,44.19,-174.69,-160.19
-13.94,-1.78,-2.67,53.94,-164.0,-116.37
-15.63,-1.81,-2.26,49.94,-129.5,-75.62
-17.21,-2.5,-3.16,34.5,-85.37,-26.12
-16.88,-2.79,-3.5,18.69,-47.69,39.75
-15.83,-2.56,-3.87,-3.0,-18.87,96.69
-14.96,-1.68,-3.85,-18.44,3.44,138.37
-11.89,0.16,-2.73,-19.5,28.37,174.94
-10.41,0.43,-1.71,-19.75,67.87,205.87
-8.84,0.81,-0.84,-23.31,120.81,231.56
-7.02,-0.47,0.08,-61.25,171.37,248.37
2.82,-0.99,2.78,-61.25,171.37,248.37
7.75,-0.44,3.5,-73.75,214.87,218.31
13.65,-0.7,4.1,-64.94,164.87,208.62
19.19,-2.31,5.49,-42.31,80.06,167.12
21.09,-4.82,7.93,-22.56,-3.5,106.06
18.79,-4.96,8.26,-22.56,-3.5,106.06
15.99,-4.88,7.98,4.37,-50.88,3.69
12.24,-2.48,6.12,7.87,-36.69,-41.63
11.51,-0.65,5.37,19.19,-31.94,-78.06
10.52,1.17,4.81,31.25,-37.75,-113.81
8.97,2.6,3.93,31.25,-37.75,-113.81
3.87,2.94,1.29,42.94,-43.56,-145.5
0.59,1.67,0.2,57.88,-55.25,-152.5
-0.37,-1.95,-1.1,59.63,-60.69,-173.62
-2.89,-0.87,-2.39,71.25,-76.62,-216.06
-8.08,0.01,-4.29,71.25,-76.62,-216.06
-10.45,-0.35,-5.21,62.19,-106.37,-202.62
-12.08,0.4,-4.76,40.75,-123.69,-120.87
-14.97,2.21,-3.69,45.56,-90.19,-92.87
-14.35,1.97,-2.83,38.38,-44.56,-54.94
-12.45,0.93,-2.44,38.38,-44.56,-54.94
-10.27,-0.18,-2.38,19.06,-4.37,0.37
-8.3,0.46,-2.89,-22.31,-38.94,90.12
-9.73,1.44,-3.41,-24.81,-64.87,130.56
-10.78,2.14,-3.61,-20.75,-44.69,169.56
-10.64,2.29,-3.18,-20.75,-44.69,169.56
-7.46,-0.21,0.09,-21.81,27.31,193.0
-3.91,-0.42,0.76,-82.31,196.06,210.87
-0.63,0.58,2.73,-85.69,252.0,221.81
3.82,0.33,4.39,-79.06,269.12,218.25
13.2,-0.72,5.99,-79.06,269.12,218.25
15.97,-1.76,6.17,-70.25,235.44,179.81
16.29,-3.84,6.45,-35.75,82.69,98.31
14.39,-7.57,5.92,-22.37,26.06,44.0
14.31,-8.3,6.6,-22.37,26.06,44.0
14.76,-8.18,7.25,-1.62,-9.19,-6.31
14.97,-6.23,7.88,8.56,-31.0,-43.63
10.95,0.29,6.14,6.62,-56.94,-75.44
7.38,3.05,3.91,8.19,-92.94,-105.25
4.26,2.86,5.63,10.69,-120.62,-128.06
1.06,1.53,0.43,12.81,-141.37,-138.69
-2.35,1.88,0.0,61.63,-103.5,-149.87
-4.03,2.06,-0.77,65.5,-70.19,-219.19
-6.18,0.17,-1.62,63.13,-75.75,-266.31
-10.52,-2.66,-3.11,66.06,-99.87,-233.5
-12.96,-1.21,-4.13,50.06,-121.62,-189.06
-15.61,0.88,-4.68,40.0,-118.69,-157.44
-16.31,2.51,-4.16,48.31,-90.69,-117.12
-12.55,1.26,-2.95,52.75,-43.13,-72.0
-10.69,-0.77,-2.24,35.56,13.38,-27.62
-9.28,-1.5,-2.46,3.62,37.31,19.69
-9.17,-1.28,-3.26,-10.94,12.94,79.19
-11.34,1.28,-4.52,-19.44,-26.81,130.06
-11.23,2.02,-4.16,-24.75,-36.88,166.81
-10.07,1.78,-2.69,-21.81,7.37,194.06
-7.53,0.61,0.1,-24.12,88.12,216.5
1.42,-1.93,4.29,-57.88,177.69,233.94
6.33,-0.67,6.56,-96.94,267.69,238.06
11.8,-0.59,5.67,-83.31,307.69,209.69
17.69,-4.46,6.71,-60.88,276.81,186.44
15.15,-6.57,6.46,-38.19,177.75,139.81
13.34,-7.89,6.95,-23.81,68.12,77.69
12.92,-7.63,7.6,-5.56,-1.06,31.81
11.76,-2.41,7.05,1.87,-23.0,-5.56
10.31,0.41,5.91,-2.69,-29.94,-31.69
8.47,2.57,4.81,-0.06,-46.88,-45.19
6.22,4.4,3.51,5.19,-73.06,-72.31
0.63,4.73,1.66,13.44,-90.62,-105.06
1.76,1.37,0.04,39.63,-92.12,-112.44
0.63,1.64,0.34,54.75,-71.56,-123.87
-0.62,1.71,-0.63,51.19,-64.87,-179.56
-4.08,-1.18,-2.52,66.94,-76.56,-175.12
-5.78,-1.91,-3.38,70.25,-91.44,-146.06
-7.4,-1.85,-3.91,62.13,-108.0,-129.19
-11.13,-0.78,-4.9,53.56,-123.12,-121.94
-12.64,0.24,-4.42,46.19,-127.31,-108.31
