Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.1,-0.08,-0.06,0.31,-0.69,0.94
0.09,-0.07,-0.03,0.31,-1.12,1.0
0.12,-0.06,-0.05,0.25,-1.12,1.19
0.12,-0.05,-0.06,0.44,-1.87,1.37
0.16,-0.06,-0.04,0.44,-2.06,1.37
0.13,-0.07,-0.07,0.44,-2.06,1.37
0.11,-0.06,-0.08,0.56,-2.37,1.19
0.12,-0.06,-0.11,0.5,-2.75,0.81
0.18,-0.04,-0.14,0.44,-2.44,0.44
0.21,0.04,-0.12,0.06,-2.62,-0.06
0.23,0.01,-0.06,0.06,-2.62,-0.06
0.18,-0.01,-0.05,0.0,-3.56,-0.25
0.18,-0.04,-0.01,-0.44,-4.44,-1.69
0.2,-0.03,0.0,-1.0,-4.5,-2.37
0.22,-0.02,-0.01,-1.06,-5.25,-2.75
0.18,-0.01,0.0,-1.06,-5.25,-2.75
0.14,-0.04,-0.01,-0.69,-5.62,-3.19
0.08,-0.06,0.07,-0.19,-4.12,-4.44
0.09,-0.06,0.05,0.19,-3.94,-4.62
0.07,-0.05,0.1,0.62,-4.06,-5.0
0.05,-0.01,0.16,0.62,-4.06,-5.0
0.0,-0.03,0.12,0.75,-4.25,-5.0
-0.01,-0.04,0.11,1.75,-5.19,-5.12
0.0,-0.07,0.04,1.87,-5.0,-5.12
0.01,-0.03,-0.05,2.19,-4.62,-5.19
0.02,-0.01,-0.08,2.19,-4.62,-5.19
0.09,0.0,-0.09,2.37,-4.37,-5.06
0.16,0.04,-0.15,2.62,-3.06,-5.25
0.41,0.08,-0.23,2.62,-3.06,-5.25
0.6,0.12,-0.25,2.81,-2.5,-5.56
0.83,0.22,-0.24,3.12,-2.56,-6.06
1.14,0.26,-0.4,3.12,-3.44,-7.06
1.59,0.29,-0.4,3.62,-5.19,-8.69
1.82,0.23,-0.32,4.06,-7.69,-11.56
2.22,0.08,-0.08,4.31,-10.19,-15.25
2.52,-0.3,0.62,3.69,-11.38,-20.12
2.66,-0.49,0.54,2.5,-12.5,-26.37
2.63,-0.8,-0.79,2.81,-16.69,-34.13
2.02,-1.55,-2.28,4.62,-23.25,-45.69
-1.62,-2.52,-0.03,-0.19,-34.75,-64.25
-3.23,-3.07,0.78,-10.06,-43.81,-86.44
-5.19,-3.61,1.61,-17.44,-42.69,-100.37
-7.26,-3.92,2.45,-27.87,-35.5,-103.56
-12.97,-3.37,5.01,-45.81,-29.62,-103.44
-16.12,-2.8,5.5,-67.31,-22.62,-94.87
-18.49,-2.19,6.14,-82.75,-9.44,-65.62
-15.33,-0.76,2.61,-84.44,29.75,-17.0
-11.29,0.08,-2.09,-72.31,102.81,46.25
-7.25,-0.89,-2.58,-34.88,172.37,108.06
-4.73,-2.36,-2.36,7.25,171.37,145.81
-3.24,-3.2,-1.44,-1.44,134.44,177.44
-0.8,-3.06,-2.3,-7.37,117.12,219.12
3.85,-2.46,-2.46,0.62,128.5,245.19
8.82,-1.63,-1.27,-3.81,162.06,244.44
20.01,-0.88,-0.12,-16.56,193.06,229.0
24.48,0.23,1.17,-31.62,195.75,212.0
26.55,1.49,0.84,-38.88,163.69,181.87
26.29,2.28,0.37,-36.94,111.62,130.75
22.45,4.81,1.56,-31.62,54.06,59.25
20.15,2.88,1.67,-9.63,3.31,-32.88
17.97,1.16,1.85,12.0,-35.56,-77.81
13.37,0.19,2.59,10.88,-60.69,-122.56
10.65,0.87,2.81,4.5,-87.94,-162.5
5.04,2.52,3.46,-0.06,-123.69,-197.87
3.08,-0.12,2.59,20.31,-160.94,-212.69
-4.27,-1.98,3.23,36.44,-183.75,-211.69
-7.67,-2.84,3.69,26.44,-194.19,-224.31
-11.31,-3.68,3.82,23.25,-201.19,-215.81
-14.27,-4.47,3.69,22.0,-197.0,-192.56
-19.6,-3.84,4.7,16.69,-172.0,-172.19
-21.08,-3.84,5.07,20.81,-134.62,-148.69
-21.69,-4.18,5.85,32.81,-96.62,-101.44
-21.52,-4.49,6.07,43.06,-64.94,-45.94
-20.29,-5.71,4.74,53.38,-40.63,9.06
-19.12,-6.19,4.03,64.44,-17.75,68.0
-17.54,-6.28,3.22,70.25,6.75,116.69
-11.99,-6.09,1.64,72.19,42.25,155.62
-7.97,-5.42,0.4,68.12,86.69,184.87
-3.71,-4.41,-0.27,57.19,129.5,206.19
0.54,-3.53,-0.96,46.06,162.5,222.5
9.6,-2.22,-1.74,35.06,188.56,228.62
14.76,-1.43,-1.3,23.0,208.37,225.81
19.98,-0.41,-1.14,18.0,212.37,208.5
24.04,0.82,-1.09,14.88,187.06,174.06
26.83,2.3,-2.21,12.25,130.75,131.25
25.89,2.43,-2.55,14.06,63.25,78.25
24.41,1.95,-2.45,10.0,-35.63,-58.19
20.31,1.29,-2.12,10.0,-35.63,-58.19
15.64,2.11,-1.23,8.94,-65.69,-115.94
15.41,-2.06,-2.35,12.13,-91.19,-163.75
10.77,-1.0,-0.47,12.63,-113.5,-190.19
2.16,-3.31,1.63,-11.69,-146.19,-268.87
-1.45,-5.0,2.45,-11.69,-146.19,-268.87
-6.1,-6.14,3.53,-21.69,-155.75,-275.06
-9.83,-7.25,4.16,-36.69,-163.0,-277.75
-18.56,-7.61,5.48,-44.5,-161.81,-258.12
-22.38,-6.83,6.91,-42.19,-132.19,-188.31
-24.6,-6.0,8.42,-42.19,-132.19,-188.31
-25.62,-5.1,8.47,0.56,-60.81,-50.44
-24.71,-4.33,6.65,24.81,-14.19,27.81
