Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
20.32,3.2,0.38,-42.5,112.31,41.75
18.2,3.93,0.49,-36.5,59.44,-17.81
16.45,1.93,0.08,-18.44,11.56,-74.62
13.61,0.89,1.16,-0.13,-21.94,-133.37
7.07,-0.51,1.78,-7.87,-43.25,-180.31
3.35,-0.81,2.27,-7.81,-67.06,-197.19
-1.05,-0.58,3.28,-17.0,-91.19,-215.87
-8.94,-1.43,4.28,-21.69,-118.19,-211.94
-12.65,-1.33,5.1,-23.69,-148.94,-193.87
-15.54,-1.56,4.77,-18.5,-175.62,-145.56
-18.06,-1.83,3.43,10.69,-179.69,-93.12
-21.29,-2.55,4.13,37.94,-105.37,-8.13
-20.17,-3.66,3.78,37.94,-105.37,-8.13
-17.13,-4.54,2.06,53.44,-31.56,80.12
-13.31,-4.72,0.91,62.69,44.44,136.87
-5.28,-5.18,-0.7,63.63,100.0,163.0
-1.24,-5.15,-1.48,41.81,134.0,212.19
2.75,-4.43,-2.96,41.81,134.0,212.19
7.01,-3.17,-4.45,18.44,145.0,210.44
15.0,0.3,-3.88,-1.62,156.06,189.37
18.2,1.7,-2.89,-32.31,143.5,114.62
20.06,2.85,-2.22,-37.06,110.75,59.06
19.53,2.38,-0.84,-37.06,110.75,59.06
15.84,3.89,0.9,-36.31,37.5,-94.19
14.74,0.73,0.18,-11.63,13.19,-141.44
11.49,-0.71,1.32,-33.88,-3.37,-208.31
11.49,-0.71,1.32,-34.75,-27.81,-213.12
-1.14,-1.14,3.73,-32.81,-59.94,-215.44
-5.23,-1.3,5.14,-37.19,-101.94,-208.81
-9.65,-1.52,6.52,-36.56,-152.56,-164.94
-16.06,-1.61,6.7,-34.88,-193.62,-104.12
-16.06,-1.61,6.7,-5.12,-195.87,-27.12
-21.74,-0.13,4.78,38.69,-147.44,25.06
-20.26,-1.22,3.8,73.25,-63.19,50.25
-17.46,-2.7,3.04,97.81,25.62,109.0
-13.64,-4.45,1.56,109.94,100.62,175.44
-13.64,-4.45,1.56,101.87,152.94,192.81
0.39,-5.6,-2.72,83.25,177.69,198.0
5.34,-5.44,-1.98,43.69,179.94,202.06
10.66,-4.1,-2.29,2.5,169.06,183.5
14.4,-1.49,-1.79,-21.94,137.19,146.62
14.4,-1.49,-1.79,-27.75,94.75,108.69
20.38,3.05,-2.41,-25.87,54.88,47.0
20.13,2.86,-1.89,-20.12,23.31,-30.44
20.13,2.86,-1.89,0.5,-5.75,-95.31
18.44,3.36,-0.54,-0.56,-31.25,-157.5
15.23,-0.12,0.34,-10.81,-50.44,-197.06
12.46,-0.79,1.04,-16.62,-65.69,-226.81
9.49,-1.44,1.77,-24.12,-86.81,-253.06
1.39,-1.41,3.47,-23.69,-119.25,-254.75
-3.29,-2.1,4.99,-24.87,-159.0,-226.44
-7.51,-3.2,6.14,-33.88,-195.62,-169.31
-11.66,-3.81,6.91,-39.69,-213.69,-111.19
-20.31,-2.06,5.67,-6.12,-189.56,-48.31
-23.31,-0.28,5.97,43.31,-121.06,4.87
-24.05,0.34,5.59,79.12,-34.19,70.75
-23.19,-0.03,4.92,108.06,39.25,142.87
-16.59,-4.08,2.83,121.06,90.37,176.37
-12.81,-5.19,1.75,121.87,125.81,191.25
-8.91,-5.62,-0.16,99.87,148.31,207.62
-4.31,-6.2,-2.73,49.5,157.06,211.69
5.21,-6.69,-2.56,49.5,157.06,211.69
10.2,-5.19,-3.24,-20.87,141.5,157.31
13.77,-2.42,-2.93,-31.31,112.62,117.25
19.62,1.5,-2.86,-36.88,78.19,54.69
21.09,2.43,-2.78,-35.94,41.31,-22.94
21.2,2.53,-2.45,-23.69,5.0,-102.19
20.14,2.78,-1.58,-15.31,-27.5,-166.62
15.75,-0.55,-0.25,-30.31,-49.94,-215.0
11.84,-1.29,0.62,-37.38,-74.19,-241.75
8.24,-1.79,1.58,-47.75,-100.69,-259.44
4.16,-1.9,2.59,-47.75,-100.69,-259.44
-4.9,-1.65,5.09,-46.31,-182.12,-219.31
-8.95,-2.14,6.21,-43.88,-226.12,-161.25
-12.77,-2.37,7.12,-38.94,-241.37,-82.56
-19.42,-1.11,7.45,-18.62,-207.12,-12.63
-20.66,-0.27,7.13,-18.62,-207.12,-12.63
-21.58,1.17,7.01,24.81,-133.37,44.31
-19.36,0.58,5.65,121.94,23.44,138.44
-13.98,-2.66,3.18,140.12,75.69,183.12
-10.58,-4.49,1.98,131.62,106.5,201.5
-6.46,-6.16,-0.53,131.62,106.5,201.5
-2.2,-6.88,-1.12,87.56,112.44,200.0
5.13,-5.99,-2.54,19.5,101.12,182.81
8.64,-4.47,-3.2,-8.94,87.25,133.12
11.91,-2.28,-3.78,-18.87,65.31,88.87
13.77,0.3,-4.14,-18.87,65.31,88.87
16.04,2.21,-4.41,-19.25,40.63,39.38
16.06,1.2,-4.17,-31.31,1.12,-77.75
15.11,0.85,-3.84,-42.69,-7.31,-129.75
10.95,-0.02,-2.33,-55.13,-11.0,-169.75
7.78,-0.16,-1.05,-55.13,-11.0,-169.75
3.9,-0.14,0.74,-63.38,-15.63,-192.31
-0.19,0.11,2.38,-58.75,-58.5,-176.69
-8.25,0.57,4.74,-54.19,-89.31,-132.62
-11.21,0.37,5.16,-45.5,-103.62,-71.25
-13.86,0.2,6.12,-45.5,-103.62,-71.25
-16.0,0.14,6.35,-20.81,-91.06,4.44
-16.81,-0.74,4.15,20.44,-51.69,71.12
-15.4,-1.02,3.61,54.94,0.88,102.56
