Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
29.04,2.85,-3.8,28.25,-37.63,40.19
29.47,3.18,-2.45,38.81,-66.81,-82.81
27.39,3.91,-1.74,35.75,-82.5,-158.94
18.25,0.09,-1.36,25.69,-71.25,-222.94
12.84,-1.46,-0.35,9.75,-44.88,-276.69
7.98,-2.39,0.27,9.75,-44.88,-276.69
-2.24,-2.68,0.69,-1.31,15.81,-326.12
-9.24,-2.39,0.82,7.94,37.25,-319.25
-15.94,-2.3,0.7,20.25,34.38,-284.62
-22.39,-1.91,0.94,32.13,4.56,-217.5
-29.84,-0.52,4.48,32.13,4.56,-217.5
-31.22,0.45,7.99,57.25,-45.69,-21.37
-32.43,2.72,9.16,73.25,-50.75,116.69
-32.6,2.35,8.83,90.31,-2.87,226.06
-25.82,-1.59,4.14,116.31,79.25,299.19
-18.53,-4.08,2.47,116.31,79.25,299.19
-10.65,-6.33,0.58,120.81,146.25,342.44
5.34,-9.89,-2.37,95.5,171.62,345.25
14.57,-10.61,-3.0,68.12,130.19,313.37
22.13,-9.6,-3.6,33.0,64.5,266.19
27.11,-6.84,-4.28,33.0,64.5,266.19
29.61,2.36,-4.3,7.81,-0.37,194.94
29.61,3.75,-3.31,29.87,-97.56,-8.94
28.9,4.9,-2.14,30.25,-119.12,-118.0
23.81,3.05,-2.09,21.19,-105.69,-173.81
12.83,-1.71,-0.54,21.19,-105.69,-173.81
7.83,-2.29,0.42,-1.56,-65.25,-235.56
3.73,-2.24,0.55,-26.0,14.38,-296.31
-7.49,-1.39,-0.03,-16.94,43.69,-307.0
-13.64,-1.37,-0.62,-1.87,41.5,-294.94
-18.51,-2.42,-0.99,-1.87,41.5,-294.94
-25.08,-1.08,0.49,11.63,7.0,-260.81
-30.74,-0.35,6.89,27.69,-44.31,-168.31
-31.39,0.79,9.03,19.37,-72.12,-62.63
-32.66,1.88,8.1,21.87,-81.69,43.38
-32.1,1.53,5.07,43.13,-44.0,147.62
-18.95,-3.62,1.32,68.31,46.19,240.94
-10.06,-5.94,-1.12,82.12,129.25,300.0
-1.75,-7.71,-3.23,75.12,165.87,324.81
7.31,-9.36,-4.67,53.94,163.5,329.81
25.52,-9.28,-5.71,25.06,129.0,303.19
29.5,-5.79,-6.15,-11.75,58.44,255.5
29.62,-1.24,-5.51,-41.5,-14.06,190.75
29.62,4.88,-2.54,-59.88,-61.88,100.5
28.43,4.66,-1.19,-37.56,-87.06,6.5
22.7,2.64,-0.86,-21.81,-97.5,-110.19
17.42,0.07,-0.26,-31.19,-81.0,-177.0
5.85,-0.42,1.73,-45.69,-36.81,-238.19
0.94,-0.2,1.83,-57.94,9.88,-277.69
-4.69,0.04,1.57,-52.56,55.44,-302.06
-11.35,0.11,1.95,-33.25,80.69,-312.0
-20.95,-0.24,2.82,-7.5,47.94,-292.25
-26.31,-0.89,5.59,14.63,-34.75,-235.87
-30.29,-0.96,7.8,28.94,-122.25,-154.31
-36.02,2.82,9.09,32.81,-155.06,-66.12
-35.9,2.63,5.65,55.19,-128.31,47.69
-30.38,0.78,3.14,77.69,-25.69,176.12
-21.24,-2.34,1.38,109.25,94.5,266.12
-2.86,-8.35,-3.43,114.56,163.87,319.25
6.46,-10.22,-4.91,93.87,180.12,338.56
16.12,-10.58,-5.52,67.94,154.62,315.94
24.5,-9.06,-7.23,32.0,89.31,274.69
29.58,-2.06,-7.69,-8.19,11.63,230.06
29.58,2.55,-6.48,-39.94,-44.13,151.31
29.58,3.43,-4.15,-40.44,-70.37,66.31
28.54,3.82,-2.29,-25.62,-85.56,-58.06
18.73,0.11,-0.81,-36.13,-88.25,-139.69
13.14,-0.59,-0.24,-52.31,-63.88,-203.25
8.03,-0.63,0.62,-72.62,-28.56,-256.25
-2.43,-0.37,2.36,-75.69,9.13,-292.19
-8.96,-0.44,2.86,-65.62,34.13,-322.06
-15.39,-0.64,3.52,-46.69,19.31,-321.87
-21.74,-1.13,4.21,-25.87,-48.06,-283.75
-31.33,-1.36,7.96,-5.87,-123.75,-214.75
-32.53,-0.83,10.71,6.5,-146.81,-122.94
-33.32,2.5,10.39,17.44,-123.25,-26.37
-32.33,2.95,7.8,53.81,-64.31,100.25
-21.29,-1.99,3.35,84.62,31.62,211.31
-12.49,-5.0,0.05,109.69,112.94,282.94
-3.73,-7.46,-3.16,102.56,147.62,318.75
13.67,-10.2,-6.41,83.5,142.0,318.12
20.51,-8.99,-8.07,55.06,105.12,292.19
25.9,-6.47,-8.86,14.81,52.19,256.69
29.43,-3.0,-8.55,-21.25,-0.56,199.62
29.45,3.16,-5.76,-52.69,-46.31,116.5
27.45,3.61,-3.25,-53.38,-73.25,37.25
21.95,3.03,-1.96,-46.31,-79.37,-84.0
16.79,1.14,-0.76,-59.94,-63.19,-159.87
7.52,0.13,1.04,-75.0,-21.69,-218.06
2.84,0.12,1.94,-87.19,26.62,-266.19
-1.91,0.25,2.42,-84.37,56.25,-299.87
-14.21,-0.45,3.61,-66.0,36.25,-310.5
-21.9,-1.69,4.73,-40.56,-43.75,-288.75
-28.18,-2.38,7.43,-10.81,-138.44,-242.62
-32.68,-1.36,11.15,4.87,-169.12,-167.37
-33.85,3.28,11.98,5.56,-131.81,-65.44
-32.75,4.25,8.0,36.44,-63.63,28.62
-28.67,1.29,5.4,90.44,24.5,150.69
-21.22,-2.4,2.86,117.44,117.31,254.31
-3.82,-8.68,-2.44,122.56,167.12,312.06
5.83,-10.37,-4.68,104.0,174.0,329.06
