Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
-0.62,-0.65,0.09,55.38,-65.25,-127.62
-2.67,-1.28,-0.09,56.25,-79.87,-134.25
-4.7,-1.67,-0.47,53.88,-90.75,-134.25
-8.04,-1.61,-1.42,46.94,-97.06,-125.81
-9.59,-1.64,-1.72,36.06,-97.19,-110.94
-10.88,-1.87,-1.87,25.69,-91.31,-91.37
-11.71,-2.39,-1.67,20.62,-79.19,-68.62
-11.82,-3.45,-1.67,16.81,-59.56,-44.0
-11.28,-3.71,-1.8,12.63,-38.13,-19.19
-10.84,-3.71,-1.77,10.13,-23.56,2.62
-10.42,-3.56,-1.72,8.56,-20.0,21.69
-9.55,-3.18,-1.34,6.12,-24.37,40.38
-8.97,-2.83,-1.06,1.62,-25.19,57.94
-8.18,-2.44,-0.89,-4.62,-13.69,71.94
-7.06,-2.05,-0.72,-12.25,7.0,84.12
-3.8,-1.2,0.0,-19.81,33.88,96.31
-2.0,-0.61,0.11,-27.56,62.63,108.31
-0.26,0.06,0.43,-33.75,84.56,117.06
3.05,1.07,1.88,-37.0,95.81,122.5
4.58,1.42,1.95,-38.69,95.56,124.69
6.09,1.65,1.95,-34.25,85.19,122.69
7.55,1.79,1.9,-25.31,68.75,117.19
9.73,2.19,2.28,-17.81,51.5,106.0
10.41,2.49,2.65,-14.06,33.94,91.62
11.02,2.78,2.9,-12.0,19.62,74.5
11.34,2.95,2.91,-8.44,9.38,54.25
10.97,2.95,3.0,-3.19,3.37,29.06
10.62,2.81,2.89,3.5,2.19,1.62
10.31,2.62,2.65,11.38,4.87,-23.06
9.85,2.48,2.26,16.94,8.44,-45.5
8.49,2.2,1.68,22.69,9.0,-67.5
7.32,1.74,1.51,30.12,2.19,-85.75
5.68,1.17,1.19,36.13,-10.94,-100.12
1.76,0.19,0.62,40.25,-27.25,-112.56
-0.33,-0.4,0.47,44.0,-43.5,-124.37
-2.4,-0.93,0.21,44.19,-57.69,-130.31
-4.52,-1.25,-0.11,39.94,-68.37,-129.44
-8.04,-1.29,-0.88,33.13,-75.44,-123.62
-9.51,-1.34,-1.28,25.31,-75.5,-111.56
-10.77,-1.65,-1.67,18.25,-67.06,-93.06
-11.62,-2.15,-1.63,12.44,-55.19,-70.94
-12.0,-3.28,-1.06,7.37,-42.31,-48.44
-11.78,-3.75,-0.99,3.31,-30.0,-25.06
-11.49,-3.98,-0.89,0.81,-21.12,-2.25
-10.69,-4.01,-0.83,-0.88,-17.94,17.06
-10.05,-3.82,-0.97,-0.88,-16.0,34.5
-9.17,-3.48,-0.98,-1.37,-10.69,51.69
-8.03,-2.96,-0.79,-3.87,0.75,67.37
-5.23,-2.1,-0.71,-6.56,16.31,82.12
-3.82,-1.59,-0.62,-8.94,33.38,94.75
-2.33,-0.97,-0.5,-11.88,49.44,104.69
-0.9,-0.41,-0.22,-15.38,64.31,113.25
2.35,0.22,0.43,-20.56,77.12,120.12
3.96,0.67,0.85,-25.87,86.81,123.37
5.67,1.21,1.26,-30.56,91.06,122.06
7.27,1.64,1.45,-33.81,89.87,116.87
10.28,1.95,1.95,-33.63,84.31,108.25
11.16,2.23,2.2,-31.12,74.44,92.0
11.69,2.44,2.56,-27.37,61.06,69.25
12.0,2.79,3.13,-23.0,46.38,45.63
11.89,3.04,3.07,-16.56,32.44,21.5
11.59,3.03,2.86,-7.25,17.94,-3.0
10.94,2.84,2.7,3.06,5.0,-26.5
8.97,2.32,2.23,12.63,-4.81,-49.25
7.84,2.04,1.82,21.81,-12.19,-69.69
6.62,1.63,1.47,29.44,-16.94,-86.56
5.35,1.19,1.3,35.69,-21.37,-100.44
2.39,0.29,0.83,39.25,-26.94,-111.25
0.5,-0.26,0.67,41.19,-35.56,-120.5
-1.47,-0.85,0.48,41.25,-48.19,-127.25
-5.22,-1.47,-0.24,39.44,-61.19,-129.56
-6.97,-1.66,-0.58,35.5,-70.12,-126.69
-8.33,-1.76,-0.89,28.62,-73.56,-117.62
-9.58,-1.94,-1.26,20.62,-73.87,-102.62
-11.55,-2.46,-1.64,14.94,-70.06,-84.0
-11.97,-2.97,-1.47,10.38,-62.19,-64.19
-12.13,-3.46,-1.18,6.0,-50.38,-41.44
-11.92,-3.65,-1.09,1.06,-37.44,-17.25
-10.94,-3.29,-1.1,-3.25,-26.87,4.75
-10.33,-2.95,-1.14,-5.75,-18.44,24.44
-9.44,-2.69,-1.16,-7.44,-11.06,44.31
-8.41,-2.41,-1.07,-9.44,-1.75,63.31
-5.66,-1.64,-0.87,-11.5,12.88,78.31
-4.12,-1.06,-0.78,-14.44,30.12,91.31
-2.56,-0.48,-0.44,-18.56,48.63,102.37
0.72,0.44,0.31,-23.75,66.56,110.56
2.26,0.59,0.87,-28.5,80.62,115.12
3.94,0.71,1.28,-31.87,89.31,117.12
5.69,0.99,1.53,-34.13,91.0,115.12
8.75,1.64,1.9,-35.63,86.81,107.94
9.82,2.09,2.23,-36.69,77.56,97.75
10.57,2.47,2.67,-36.25,65.44,81.56
11.04,2.85,3.0,-32.0,54.31,59.25
11.42,3.1,3.16,-12.63,31.0,11.0
11.21,3.04,3.05,-12.63,31.0,11.0
10.74,2.88,2.88,-1.75,18.37,-12.44
10.08,2.64,2.65,7.44,6.31,-34.0
8.26,2.37,2.13,15.06,-2.94,-53.69
7.22,2.08,1.78,29.87,-17.75,-86.75
5.98,1.63,1.38,29.87,-17.75,-86.75
