Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
-5.8,0.62,-0.56,79.25,-114.25,-256.19
-9.0,-1.01,-0.92,80.87,-88.12,-248.5
-11.86,-2.16,-1.47,78.25,-64.56,-232.12
-16.23,-2.83,-2.35,71.25,-35.81,-204.81
-16.46,-3.22,-2.88,60.19,2.81,-167.69
-16.59,-3.2,-1.93,45.19,33.31,-123.37
-16.71,-3.07,-2.51,35.38,36.19,-71.56
-18.69,-3.38,-3.36,32.81,21.81,-15.81
-18.62,-3.72,-4.7,31.87,12.56,46.0
-17.46,-3.85,-5.19,29.25,25.12,108.5
-12.55,-3.59,-3.35,28.06,50.5,162.06
-9.21,-3.61,-1.02,27.37,78.06,205.5
-3.95,-4.06,-0.4,15.75,107.06,240.44
0.85,-4.01,1.99,-12.88,147.87,261.44
11.55,-4.39,7.24,-36.31,193.06,258.94
16.97,-4.85,9.15,-49.94,243.62,234.25
23.23,-5.93,9.36,-49.38,267.44,193.87
29.86,-4.07,9.28,-31.44,215.87,116.5
25.88,-3.23,6.07,15.75,95.75,27.12
21.61,-0.42,6.31,43.31,-7.81,-47.06
17.68,2.22,6.54,57.13,-65.75,-125.31
7.73,3.83,3.57,69.12,-102.5,-179.87
7.73,3.83,3.57,78.87,-114.81,-217.87
-0.41,2.47,0.46,84.37,-104.94,-241.69
-3.15,1.16,-0.34,87.25,-83.87,-248.81
-3.15,1.16,-0.34,88.69,-67.87,-244.87
-8.9,-0.64,-1.7,92.62,-65.25,-231.94
-11.93,-1.46,-2.67,94.06,-66.12,-207.31
-14.84,-2.46,-3.6,84.19,-54.63,-166.0
-16.87,-2.88,-4.11,61.56,-25.87,-119.87
-18.22,-2.53,-3.98,42.63,7.0,-67.56
-18.5,-2.08,-4.27,32.88,20.0,-12.31
-19.08,-2.29,-4.39,31.06,18.25,47.88
-18.8,-2.9,-5.28,25.12,25.37,105.87
-14.87,-2.7,-4.92,22.75,44.5,155.0
-12.07,-2.34,-4.02,20.06,74.75,196.37
-7.96,-2.75,-1.73,3.25,112.5,224.25
2.45,-3.33,3.73,3.25,112.5,224.25
8.05,-3.36,6.16,-29.69,212.81,215.94
14.62,-3.86,8.52,-32.94,251.69,189.12
21.24,-4.38,10.21,-17.06,223.37,120.75
29.23,-3.81,10.02,22.44,101.75,37.69
25.92,-3.81,6.77,22.44,101.75,37.69
22.03,-2.82,6.11,70.31,-53.44,-121.44
18.95,-0.14,7.14,75.06,-97.56,-180.56
8.96,3.69,4.54,86.06,-120.56,-219.31
4.02,2.43,2.82,98.56,-114.69,-240.5
0.22,0.96,1.27,98.56,-114.69,-240.5
-6.48,-0.5,-1.28,97.81,-97.94,-245.62
-9.6,-1.84,-2.13,104.19,-76.19,-225.87
-12.67,-2.74,-2.92,99.06,-64.62,-199.06
-18.36,-2.89,-4.27,82.0,-43.63,-158.94
-18.57,-3.15,-4.67,60.31,-14.19,-109.44
-19.15,-3.39,-4.59,42.63,5.69,-49.75
-19.69,-3.32,-5.13,27.56,14.31,16.75
-17.03,-3.28,-5.59,15.88,23.31,82.69
-14.13,-3.04,-4.34,10.5,41.13,139.25
-11.38,-2.88,-2.87,10.88,60.69,184.81
-7.87,-3.36,-0.89,6.12,84.69,222.44
1.68,-4.19,3.71,-15.5,121.5,245.37
8.04,-4.26,5.92,-39.0,169.25,248.75
16.19,-4.36,7.38,-56.88,210.0,236.44
28.88,-2.42,10.66,-61.94,221.25,199.44
29.92,-2.8,9.23,-36.0,137.87,125.31
25.35,-4.74,6.17,20.75,-3.06,38.25
20.63,-3.26,5.06,51.69,-81.75,-38.56
14.66,2.04,6.07,54.25,-97.44,-113.62
14.66,2.04,6.07,59.94,-120.5,-173.44
9.37,4.22,5.13,67.44,-142.0,-212.5
5.05,5.01,3.95,90.06,-138.0,-241.06
1.2,2.39,2.35,97.31,-117.69,-242.75
-7.19,0.46,0.11,98.19,-97.94,-240.44
-11.25,-0.79,-0.45,102.5,-78.69,-222.62
-14.18,-2.05,-0.94,94.62,-48.88,-193.37
-17.62,-2.3,-2.91,84.87,-7.25,-154.31
-16.51,-2.94,-3.36,70.81,33.06,-97.69
-15.63,-3.45,-2.29,52.75,45.5,-40.44
-16.74,-3.43,-2.52,52.75,45.5,-40.44
-18.6,-2.87,-4.59,32.88,23.12,91.44
-16.8,-2.96,-4.9,31.56,40.63,144.0
-13.38,-3.12,-4.27,28.75,73.19,186.81
-9.64,-2.97,-3.0,19.5,114.37,219.5
1.42,-4.3,0.32,-13.0,160.31,231.37
7.77,-3.74,2.72,-41.69,211.5,222.81
13.65,-2.61,4.31,-50.38,244.56,197.12
20.58,-1.98,6.26,-33.56,223.56,141.31
30.18,-3.64,9.85,-8.38,121.44,63.63
27.34,-2.65,7.65,-8.38,121.44,63.63
21.17,-1.91,4.57,14.81,15.31,-12.69
14.74,3.07,4.42,37.75,-72.0,-166.06
10.37,3.98,4.39,49.56,-93.37,-215.06
5.17,3.68,3.44,54.56,-97.31,-240.0
1.21,3.62,2.41,54.56,-97.31,-240.0
-5.52,1.43,0.6,62.06,-85.75,-248.69
-8.76,0.48,-0.09,76.56,-60.5,-230.25
-11.92,-1.22,-0.69,82.37,-56.13,-202.87
-13.87,-2.77,-1.43,76.06,-40.88,-170.81
-17.15,-2.26,-2.24,76.06,-40.88,-170.81
-17.25,-3.27,-1.37,72.5,-12.38,-129.94
-17.71,-3.97,-1.03,46.88,18.81,-8.31
-19.58,-3.43,-2.97,34.31,24.56,60.5
