Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
5.66,3.39,-12.5,-45.19,-60.13,-47.81
4.87,5.1,-11.4,-113.44,20.44,-116.56
4.09,5.99,-6.71,-148.5,59.69,-189.44
0.73,7.07,-4.37,-102.62,147.06,-178.06
1.23,7.5,-4.37,-42.81,203.12,-62.69
3.14,8.81,-3.11,-23.62,185.31,-0.81
4.5,8.32,-3.65,59.94,13.31,-4.0
5.2,9.59,-3.18,1.87,94.44,0.25
3.54,9.86,-2.13,-5.94,-29.87,7.87
3.01,10.3,-1.47,-5.25,6.19,4.19
3.49,10.24,-1.92,-7.19,10.81,-6.0
3.55,9.8,-2.13,-1.12,0.31,-2.31
3.58,10.27,-1.7,-9.81,-16.5,-2.06
3.2,10.33,-1.66,-4.5,-7.69,-2.94
3.15,10.38,-1.48,-2.12,-1.31,-0.37
3.35,10.27,-1.83,3.44,2.25,1.87
3.73,10.19,-1.86,1.87,-5.5,2.75
3.32,10.15,-2.24,-11.31,-13.69,3.62
3.39,10.16,-1.85,-24.19,25.5,2.12
2.81,10.68,-0.09,-37.94,66.19,0.69
3.74,10.16,0.51,6.75,47.69,14.06
3.95,10.54,-0.14,14.75,1.37,5.0
3.86,10.2,-0.76,-1.75,26.31,9.13
4.03,10.28,0.41,7.5,11.56,-1.37
4.66,10.15,0.0,-0.37,32.88,-1.25
4.07,10.23,0.11,0.88,42.75,-1.19
4.25,10.27,0.53,13.38,41.06,-12.0
3.57,10.26,0.97,14.13,6.25,-21.25
2.75,10.4,-0.05,11.75,-0.37,-30.0
2.95,10.67,0.0,7.81,4.19,-24.31
1.4,10.7,-0.32,11.69,13.44,-20.06
2.06,10.92,0.08,0.62,15.56,-9.88
1.96,10.86,-0.26,-4.5,-23.69,2.94
1.64,10.88,-0.34,-5.44,-66.56,12.0
2.31,10.77,-0.37,1.56,-55.88,12.0
2.73,11.67,-0.93,-8.75,-41.13,11.44
2.19,10.69,-1.34,5.0,-25.19,3.0
2.56,10.63,-1.31,0.69,-2.31,-4.06
2.37,10.67,-1.37,-5.31,-13.0,0.56
2.31,10.71,-1.05,-10.06,-10.63,-0.56
2.73,10.75,-1.1,-6.19,-11.13,2.0
2.31,10.86,-0.99,-0.25,-19.25,-8.0
2.46,10.67,-1.03,-1.62,-7.19,2.87
2.33,10.75,-0.47,-7.37,-15.06,6.44
3.05,10.79,-0.82,4.25,-57.0,17.06
2.97,10.44,-1.67,8.81,-70.19,22.69
2.37,10.44,-2.27,-7.87,0.56,37.63
3.81,10.11,-2.21,-1.0,10.5,28.25
4.58,9.66,-2.54,-16.56,-42.06,7.25
3.79,10.02,-2.02,-19.37,-1.25,13.31
4.2,9.83,-0.83,7.75,-2.69,10.81
5.57,10.78,-1.24,8.0,68.75,15.38
4.74,9.36,-1.5,14.88,-1.25,10.63
5.34,9.25,-1.93,11.88,-15.0,11.69
4.87,9.25,-3.18,2.19,-16.62,14.94
5.11,9.31,-1.98,-7.37,13.63,-4.25
5.22,9.35,-1.64,-1.81,-1.06,-5.62
4.95,9.4,-1.94,-1.37,-5.06,-2.31
5.17,9.44,-1.8,-4.56,-14.44,2.81
4.82,9.32,-2.49,-3.19,-12.56,2.37
5.41,9.27,-2.39,-6.62,3.81,0.31
4.59,9.44,-2.5,1.12,-7.75,-1.37
4.69,9.43,-2.45,0.25,-5.62,3.81
5.1,9.38,-2.56,1.19,-4.81,0.5
4.97,9.29,-2.66,-0.88,-16.5,2.62
5.12,9.31,-2.8,5.94,-30.12,-0.75
4.52,8.4,-2.84,4.94,5.81,-2.25
4.4,8.27,-3.35,3.25,-0.94,-1.81
4.2,8.34,-3.27,1.25,-9.88,3.37
4.73,8.32,-3.32,-3.56,-17.87,5.37
4.07,8.18,-3.55,-3.94,3.69,-1.5
4.02,8.45,-3.02,2.25,-4.12,0.31
4.98,8.21,-3.25,5.31,-6.44,-1.06
4.42,8.31,-3.28,1.69,15.0,-2.44
4.25,8.31,-3.41,0.37,-0.44,1.69
4.58,8.27,-3.32,-4.44,9.13,6.5
4.94,8.11,-2.8,2.12,-2.0,-2.31
4.88,8.3,-3.47,-0.56,1.69,-5.37
4.66,8.42,-2.82,1.87,-5.44,-5.5
2.64,8.15,-5.18,11.25,-62.88,1.5
4.81,8.27,-3.23,-9.88,46.75,-4.94
4.57,8.43,-2.47,-1.19,-0.44,-1.69
4.34,8.33,-3.3,2.5,-11.38,1.25
4.5,8.21,-3.28,-0.56,-4.62,0.88
4.39,8.37,-3.13,-2.06,-0.56,-2.31
4.4,8.26,-3.22,0.19,-1.87,-0.69
4.37,8.35,-3.1,0.56,-0.25,-1.31
4.36,8.34,-3.26,1.31,-1.19,-0.56
4.49,8.43,-3.23,0.13,0.5,-0.31
4.38,8.39,-3.22,0.62,-3.25,-0.69
4.34,8.37,-3.36,0.25,-3.12,0.06
4.32,8.39,-3.29,-0.5,-1.06,-1.12
4.37,8.35,-3.22,-0.5,1.12,1.06
4.27,8.42,-3.27,0.19,0.44,-0.25
4.32,8.35,-3.36,0.37,0.37,-0.06
4.34,8.39,-3.26,0.62,1.81,0.31
4.21,8.38,-3.36,0.13,-0.37,1.56
4.57,8.37,-3.21,1.31,0.19,1.31
4.41,8.33,-3.43,0.0,0.94,-1.44
4.46,8.37,-3.34,-0.75,22.31,-0.56
