Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
5.01,3.47,-7.92,-2.69,29.31,-26.37
4.1,3.39,-9.0,2.37,-11.88,-13.69
3.94,3.08,-9.17,-1.0,-9.56,-2.31
4.0,2.54,-8.0,1.87,-44.0,-2.31
3.89,1.35,-9.2,0.94,-31.0,4.06
2.95,2.05,-9.71,5.44,2.31,-20.06
4.46,3.85,-8.58,-6.44,-1.19,-36.0
4.8,2.73,-8.35,-8.13,23.0,13.88
4.45,2.75,-8.83,-8.38,-5.62,22.62
3.93,2.55,-9.21,-8.81,3.69,15.0
4.92,2.82,-8.5,-0.62,-0.13,-5.0
6.19,2.03,-7.74,2.37,25.69,10.38
4.29,2.83,-8.88,3.87,17.62,2.0
4.75,2.7,-8.55,0.69,5.31,-2.0
4.81,2.7,-8.5,-0.13,7.69,1.25
4.63,2.72,-8.65,-0.44,0.5,1.69
4.73,2.67,-8.58,0.62,1.25,-0.19
4.61,2.63,-8.25,0.56,1.81,-1.0
4.8,2.53,-8.12,-1.0,2.06,-0.69
4.59,2.63,-8.29,0.19,-0.37,1.19
4.73,2.62,-8.23,0.13,1.87,-0.06
4.7,2.62,-8.19,1.19,2.0,-0.56
4.77,2.49,-8.18,-0.94,1.19,0.37
4.67,2.61,-8.2,0.69,-1.19,1.5
4.78,2.52,-8.2,0.37,0.13,0.75
4.79,2.57,-8.14,1.19,0.13,-0.69
4.83,2.49,-8.14,-1.0,0.94,0.81
4.73,2.57,-8.2,-0.37,-1.94,1.56
4.78,2.48,-8.18,0.75,0.56,-0.06
4.87,2.55,-8.12,0.62,2.06,-0.94
4.84,2.41,-8.12,-1.5,0.13,0.25
4.78,2.53,-8.17,-0.37,-0.88,0.5
4.79,2.47,-8.18,0.06,-0.06,-0.06
4.88,2.49,-8.09,0.69,1.25,-1.0
4.91,2.44,-8.12,-2.44,0.69,0.19
4.83,2.55,-8.16,0.0,-1.0,0.75
4.86,2.48,-8.12,0.37,-0.5,0.31
4.95,2.55,-8.07,0.81,1.81,-1.12
4.91,2.43,-8.07,-2.19,-0.19,0.5
4.85,2.56,-8.15,-0.06,-1.06,0.75
4.89,2.47,-8.1,0.25,-0.19,0.56
4.94,2.54,-8.06,0.62,1.5,-1.06
4.94,2.44,-8.06,-1.69,0.5,-0.19
4.83,2.53,-8.15,0.19,-0.81,1.0
4.93,2.47,-8.08,0.56,-0.19,0.56
4.93,2.54,-8.03,0.75,1.56,-0.75
4.96,2.45,-8.06,-2.0,0.44,0.37
4.82,2.56,-8.1,0.31,-0.69,0.06
4.89,2.49,-8.1,0.37,-0.06,0.56
4.93,2.52,-8.09,1.19,1.06,-0.75
5.07,2.46,-8.08,-1.87,-2.75,1.5
3.36,2.39,-8.84,-1.69,-11.38,11.13
5.34,2.36,-7.81,-1.12,23.75,7.0
5.38,2.47,-7.8,1.31,7.37,-0.31
5.14,2.34,-7.95,-2.44,-0.94,1.19
5.31,2.46,-7.84,0.94,0.19,-0.69
5.15,2.36,-7.96,0.44,-0.5,0.5
5.31,2.47,-7.79,0.88,1.12,-1.44
5.21,2.3,-7.9,-2.75,-1.12,0.94
5.22,2.44,-7.85,0.75,-1.19,0.25
5.12,2.34,-7.95,0.13,0.25,0.44
5.32,2.38,-7.8,0.06,0.75,-1.44
5.24,2.42,-7.89,-1.56,-0.69,1.06
5.34,2.38,-7.83,0.44,-0.5,-0.06
5.2,2.39,-7.85,0.19,0.31,0.13
5.35,2.28,-7.8,-0.5,0.75,-0.31
5.24,2.43,-7.89,-1.06,-1.19,1.0
5.28,2.36,-7.8,0.37,-0.81,0.19
5.2,2.44,-7.87,0.81,1.06,0.0
5.33,2.29,-7.78,-0.81,0.62,-0.19
5.27,2.45,-7.85,-0.19,-1.06,0.25
5.27,2.35,-7.86,0.06,-0.56,0.19
5.27,2.4,-7.8,0.69,1.31,-0.37
5.34,2.31,-7.78,-1.37,0.56,-0.19
5.29,2.45,-7.83,-0.19,-0.75,-0.13
5.24,2.38,-7.83,0.75,-0.19,0.19
5.37,2.42,-7.81,0.81,0.62,-0.31
5.26,2.32,-7.84,-0.75,-0.69,-0.25
5.19,2.41,-7.89,-0.69,-1.0,-0.13
5.26,2.35,-7.88,1.0,-0.5,-0.37
5.3,2.38,-7.83,-0.25,0.31,-0.31
5.23,2.36,-7.85,0.06,-0.31,-0.13
5.22,2.43,-7.89,-0.13,0.88,-0.31
5.26,2.32,-7.84,0.19,0.5,0.19
5.31,2.41,-7.83,-0.62,-0.19,0.75
5.27,2.35,-7.84,0.5,-0.75,0.13
5.29,2.39,-7.84,0.62,1.44,-0.44
5.29,2.31,-7.79,-0.88,0.5,-0.44
5.34,2.42,-7.84,-1.12,-0.19,1.12
5.32,2.38,-7.86,0.69,-0.88,0.0
5.29,2.39,-7.88,0.88,0.62,-0.69
5.29,2.31,-7.8,-1.12,-0.06,-0.13
5.28,2.45,-7.88,-0.37,-0.62,0.75
5.26,2.33,-7.83,0.75,-0.94,0.44
5.29,2.39,-7.84,0.94,0.94,-0.62
5.3,2.26,-7.79,-1.19,0.06,-0.25
5.24,2.41,-7.87,0.37,-0.94,0.19
5.23,2.33,-7.84,0.19,-0.62,0.69
5.3,2.42,-7.82,1.06,1.0,-0.88
5.35,2.31,-7.78,-1.5,-0.5,0.19
