Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.14,0.1,0.04,0.37,-0.81,0.06
0.16,0.1,0.04,0.5,-0.62,0.06
0.15,0.07,0.08,0.5,-0.62,0.19
0.16,0.1,0.11,0.5,-0.5,0.19
0.17,0.09,0.11,0.5,-0.5,0.19
0.16,0.08,0.14,0.5,-0.56,0.19
0.13,0.08,0.14,0.62,-0.69,0.25
0.1,0.11,0.14,0.5,-0.44,0.06
0.1,0.09,0.11,0.56,-0.44,0.19
0.15,0.08,0.07,0.5,-0.56,0.0
0.16,0.08,0.05,0.31,-0.81,0.13
0.14,0.09,0.02,0.25,-0.75,0.0
0.14,0.06,0.03,0.62,-0.37,0.13
0.13,0.07,0.01,0.62,-0.13,0.31
0.14,0.09,0.06,0.69,0.25,0.19
0.17,0.1,0.09,0.75,0.25,0.37
0.16,0.08,0.13,0.69,0.19,0.44
0.17,0.07,0.09,0.56,-0.19,0.5
0.09,0.11,0.13,0.69,-0.13,0.37
0.11,0.09,0.12,0.62,-0.06,0.25
0.1,0.1,0.12,0.62,0.81,0.19
0.06,0.1,0.12,0.5,0.56,0.13
0.08,0.13,0.1,0.62,0.25,0.13
0.09,0.12,0.1,0.56,-0.19,0.06
0.08,0.07,0.09,0.62,-0.44,0.06
0.11,0.07,0.04,0.69,-0.56,0.06
0.13,0.14,0.06,0.62,-0.31,-0.19
0.16,0.1,0.08,0.62,-0.13,0.0
0.14,0.08,0.06,0.81,0.25,0.0
0.14,0.12,0.09,0.62,0.37,0.13
0.12,0.1,0.1,0.44,0.69,0.19
0.12,0.06,0.11,0.56,0.56,0.13
0.07,0.07,0.14,0.56,0.5,0.13
0.14,0.1,0.16,0.31,0.62,0.06
0.11,0.08,0.15,0.25,0.44,0.25
0.08,0.07,0.12,0.37,0.25,0.13
0.08,0.07,0.13,0.19,0.19,0.0
0.08,0.1,0.12,0.06,-0.06,0.19
0.12,0.09,0.11,-0.19,0.0,0.31
0.11,0.06,0.11,-0.19,-0.06,0.19
0.09,0.06,0.05,-0.25,-0.31,0.19
0.14,0.12,0.06,-0.25,-0.19,0.13
0.13,0.08,0.09,-0.13,-0.31,0.13
0.13,0.08,0.1,-0.19,-0.19,0.06
0.11,0.11,0.07,-0.25,0.5,0.06
0.14,0.1,0.1,-0.25,0.56,0.06
0.14,0.08,0.1,-0.25,0.5,0.06
0.11,0.08,0.1,-0.13,0.0,-0.06
0.1,0.11,0.11,-0.31,-0.25,-0.19
0.09,0.09,0.09,-0.25,-0.56,0.13
0.08,0.08,0.09,-0.06,-0.62,-0.06
0.1,0.09,0.08,0.06,-0.31,-0.25
0.12,0.1,0.08,-0.19,0.06,-0.19
0.12,0.11,0.09,-0.25,0.19,-0.19
0.12,0.1,0.09,-0.31,-0.13,0.06
0.1,0.13,0.03,-0.31,-0.19,-0.06
0.08,0.1,0.06,-0.56,-0.56,0.06
0.08,0.09,0.09,-0.44,-0.31,0.06
0.1,0.12,0.05,-0.44,-0.44,0.19
0.11,0.11,0.08,-0.44,-0.44,0.06
0.1,0.09,0.05,-0.5,-0.25,0.0
0.1,0.07,0.04,-0.56,0.0,-0.06
0.13,0.09,0.06,-0.37,0.0,0.06
0.08,0.12,0.04,-0.5,0.25,0.0
0.09,0.12,0.06,-0.37,0.0,0.06
0.11,0.09,0.09,-0.25,0.13,0.0
0.06,0.1,0.06,-0.31,-0.25,0.0
0.1,0.11,0.07,-0.31,0.0,0.0
0.12,0.08,0.08,-0.13,-0.06,-0.06
0.09,0.07,0.08,-0.25,-0.31,-0.19
0.11,0.1,0.02,-0.19,-0.62,-0.13
0.12,0.11,0.05,-0.31,-0.5,-0.25
0.1,0.09,0.06,-0.31,-0.44,0.0
0.11,0.09,0.07,-0.19,-0.5,-0.13
0.12,0.12,0.04,-0.37,-0.25,0.0
0.11,0.12,0.01,-0.25,-0.25,0.0
0.12,0.08,0.03,-0.13,-0.25,0.06
0.12,0.06,0.04,-0.13,-0.13,0.06
0.11,0.14,0.05,-0.19,-0.19,0.19
0.1,0.11,0.02,-0.19,-0.56,0.13
0.11,0.08,0.02,0.06,-0.5,0.25
0.13,0.11,0.02,0.06,-0.19,0.13
0.14,0.13,0.05,0.19,0.0,0.31
0.14,0.12,0.02,0.25,0.0,0.44
0.16,0.07,0.05,0.5,-0.06,0.44
0.12,0.12,0.06,0.37,0.19,0.25
0.11,0.11,0.11,0.37,0.37,0.25
0.09,0.09,0.09,0.44,0.25,0.25
0.06,0.09,0.07,0.56,0.37,0.37
0.09,0.11,0.02,0.56,0.56,0.25
0.1,0.11,0.03,0.56,0.5,0.25
0.08,0.08,0.03,0.62,0.37,0.31
0.06,0.12,0.0,0.69,0.88,0.25
0.09,0.1,0.03,0.62,1.06,0.37
0.11,0.07,0.05,0.62,0.94,0.69
0.13,0.04,0.04,0.62,0.44,0.44
0.07,0.07,0.09,0.62,0.31,0.5
0.07,0.11,0.08,0.69,0.44,0.5
0.07,0.09,0.12,0.62,0.25,0.56
0.03,0.08,0.13,0.75,0.56,0.56
0.03,0.11,0.06,0.69,0.62,0.31
