Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.13,0.06,-0.14,-1.12,-0.06,-1.81
0.1,0.06,-0.09,-0.94,-0.5,-2.25
0.11,0.05,-0.06,-0.69,-0.56,-2.44
0.08,0.05,-0.05,-0.31,-0.37,-2.12
0.14,0.1,-0.01,-0.25,0.0,-1.87
0.16,0.1,-0.04,0.25,0.37,-1.87
0.15,0.14,-0.12,0.75,-0.06,-2.12
0.07,0.17,-0.15,1.5,-1.87,-2.37
0.03,0.22,-0.13,3.25,-3.87,-2.44
-0.03,0.19,-0.12,4.5,-4.56,-2.75
-0.06,0.16,-0.11,4.56,-3.87,-3.12
-0.03,0.17,-0.21,4.5,-3.0,-3.19
-0.07,0.25,-0.36,4.31,-2.5,-2.5
-0.08,0.3,-0.46,4.12,-2.19,-1.94
-0.09,0.32,-0.5,4.25,-2.5,-1.87
-0.09,0.33,-0.65,4.06,-2.62,-2.0
-0.03,0.25,-0.69,3.44,-2.56,-2.12
0.01,0.22,-0.69,2.94,-2.37,-1.94
0.02,0.19,-0.65,2.25,-2.56,-2.5
0.13,0.18,-0.59,1.69,-3.0,-2.75
0.23,0.04,-0.54,1.06,-3.81,-3.25
0.25,0.01,-0.53,0.13,-4.5,-3.75
0.26,0.05,-0.58,-0.75,-5.75,-3.81
0.17,0.18,-0.64,-1.25,-7.44,-4.19
0.17,0.18,-0.56,-1.44,-8.69,-4.69
0.19,0.11,-0.51,-2.06,-8.44,-5.25
0.23,0.01,-0.42,-2.87,-7.62,-5.75
0.27,-0.08,-0.21,-3.75,-6.31,-6.37
0.34,-0.1,-0.12,-4.62,-5.25,-6.44
0.4,-0.19,-0.02,-5.12,-4.69,-6.62
0.46,-0.32,0.15,-5.37,-3.87,-6.75
0.6,-0.71,0.95,-5.5,-2.81,-6.81
0.54,-1.17,1.97,-5.31,-1.12,-6.19
0.09,-2.03,3.56,-4.06,2.37,-3.37
-0.67,-3.1,6.17,-2.62,9.06,3.69
-1.82,-5.87,12.34,3.0,22.12,16.75
-1.66,-7.59,16.18,17.31,50.94,34.88
-0.42,-9.89,19.31,40.19,110.56,58.44
9.76,-16.93,20.8,54.44,209.75,84.62
11.4,-19.16,28.3,0.81,342.25,100.75
14.81,-21.04,27.6,-64.81,473.75,109.25
17.62,-19.73,25.98,-69.37,514.87,118.56
15.48,-15.86,21.88,5.12,503.69,150.44
15.45,-17.02,14.72,127.5,446.87,161.31
7.55,-15.77,11.82,264.81,304.81,121.44
1.12,-13.95,8.11,415.0,127.56,78.31
1.47,-14.02,-0.79,514.5,28.31,55.56
8.32,-13.32,-7.22,493.62,112.37,17.62
11.91,-10.6,-16.79,422.94,220.5,26.87
7.0,-5.58,-26.02,370.37,204.87,76.87
-3.01,1.58,-29.63,337.81,96.44,105.87
-2.6,3.92,-29.22,265.19,106.75,89.62
1.6,4.2,-25.31,159.25,214.0,78.75
8.07,6.19,-20.74,63.31,290.12,92.0
7.63,7.34,-17.64,6.87,277.62,94.25
6.66,6.92,-14.26,-19.94,220.94,81.12
5.85,5.81,-11.13,-31.87,167.44,63.06
4.4,4.6,-8.37,-28.75,121.44,50.0
4.38,4.16,-6.85,-18.31,86.81,46.63
3.68,4.1,-5.63,-7.56,67.75,42.56
2.1,4.02,-4.94,6.31,48.81,34.31
0.55,3.67,-4.09,18.62,38.94,26.31
0.26,3.63,-3.9,24.06,40.81,20.06
-0.25,3.41,-3.52,26.75,38.19,15.38
-1.07,2.44,-2.78,28.75,28.06,13.69
-1.57,1.6,-1.86,26.37,19.75,9.88
-2.11,1.06,-1.3,22.5,17.0,10.13
-2.15,0.9,-1.02,18.94,17.37,19.12
-1.06,0.94,-0.03,15.25,26.06,24.69
-0.94,0.73,-0.02,10.88,34.06,21.37
-0.47,0.48,-1.37,9.88,31.37,20.87
5.66,-0.12,-5.68,5.81,27.06,19.19
-4.68,4.93,-5.51,23.87,-38.56,54.56
-3.04,6.31,-2.05,-2.81,-66.31,78.56
-0.34,-1.17,-0.8,3.62,-20.87,-25.75
0.04,-2.44,-0.12,-16.56,17.56,43.81
-1.06,0.52,0.16,-18.44,-0.88,47.75
-0.96,0.15,-0.22,-8.56,-21.37,29.69
-0.48,-1.01,0.17,0.88,-23.81,31.56
-0.06,-0.6,-0.02,10.44,-23.62,27.62
-0.07,-0.42,-0.22,13.0,-23.37,13.88
-0.59,-0.48,-0.32,13.69,-21.12,2.62
-1.67,-0.7,-0.37,11.75,-13.31,0.5
1.61,0.16,0.47,6.5,2.12,-1.31
0.66,0.32,0.41,3.75,2.87,-10.0
0.02,0.08,0.18,4.06,-9.06,-9.0
0.1,-0.05,0.08,4.87,-15.63,-3.75
-0.22,0.0,0.16,5.06,-16.06,-0.56
-0.19,-0.12,0.18,5.19,-16.0,1.94
-0.07,-0.13,0.04,5.75,-14.88,4.37
-0.06,0.04,0.1,5.75,-14.88,4.37
0.01,-0.02,0.1,5.94,-13.81,4.44
0.1,-0.06,0.06,5.94,-14.06,5.69
-0.13,-0.09,0.03,5.81,-14.88,5.69
-0.5,-0.09,-0.07,4.06,-12.31,4.37
-0.35,-0.15,0.04,4.06,-12.31,4.37
-0.14,-0.18,-0.04,3.25,-8.69,4.25
-0.13,-0.16,0.1,2.25,-6.06,3.87
0.02,-0.06,0.22,1.19,-4.56,2.75
0.08,-0.02,0.27,2.0,-5.94,2.19
