Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
2.61,1.68,0.11,9.94,-3.25,114.87
3.02,0.08,-0.43,8.0,-0.37,105.69
3.61,-0.69,-1.2,3.56,-0.06,98.5
3.8,-1.04,-1.52,-4.0,0.31,87.19
3.23,-0.96,-2.01,-9.13,-0.81,77.44
2.33,-0.81,-2.08,-13.0,-3.25,67.56
1.4,-0.95,-2.12,-14.31,-5.25,59.44
0.7,-0.88,-1.91,-14.44,-4.56,50.0
-0.1,-0.67,-1.48,-13.19,-2.25,42.0
-0.57,-0.68,-1.26,-10.13,1.25,36.75
-0.85,-0.56,-0.99,-6.37,4.56,33.19
-1.15,-0.16,-0.59,-4.81,7.19,27.81
-1.71,0.13,-0.44,-1.31,8.31,28.37
-1.8,0.19,-0.5,2.87,9.5,28.87
-2.05,0.33,-0.6,5.94,12.13,27.12
-2.13,0.45,-0.74,8.5,15.94,27.37
-1.99,0.69,-0.89,9.81,20.75,28.37
-1.86,0.84,-1.03,12.06,24.62,28.19
-1.67,0.97,-1.23,14.25,26.75,28.06
-0.65,0.6,-1.89,15.19,28.19,26.37
-1.54,1.84,-1.75,12.94,26.87,17.31
-0.58,1.65,-2.29,16.12,22.12,17.31
-0.62,1.99,-2.05,19.81,17.19,3.75
-1.44,1.12,-2.64,26.37,8.94,0.06
-1.22,0.94,-2.91,27.81,5.56,9.0
-0.8,0.87,-3.06,27.06,6.75,11.25
-0.53,1.22,-3.26,28.75,5.25,8.5
-0.42,0.99,-3.31,34.56,1.06,2.31
-0.27,0.62,-3.27,39.38,-0.94,1.25
-0.07,0.62,-3.22,41.0,-0.94,-1.81
0.39,0.54,-2.86,43.25,-1.69,-5.0
0.69,0.4,-2.62,44.5,-4.12,-7.06
0.85,0.33,-2.38,44.19,-9.5,-9.06
0.9,0.26,-2.15,45.25,-16.94,-9.94
0.77,0.16,-2.1,46.25,-24.5,-10.63
0.63,0.13,-2.15,47.0,-31.37,-11.13
0.4,0.16,-2.28,46.38,-35.06,-11.13
0.17,0.2,-2.3,44.94,-35.25,-10.38
0.2,0.35,-2.01,43.44,-31.56,-9.5
0.24,0.36,-1.83,42.81,-26.06,-8.75
0.3,0.48,-1.68,41.88,-21.31,-7.5
0.44,0.59,-1.5,41.5,-17.25,-5.62
0.39,0.83,-1.57,42.06,-14.88,-3.56
0.36,1.02,-1.61,42.75,-14.75,-1.5
0.4,1.04,-1.7,44.75,-15.44,-0.31
0.25,1.0,-1.86,46.25,-15.13,1.19
0.18,1.13,-1.9,46.63,-14.44,3.31
0.14,1.27,-1.91,46.69,-14.19,4.12
0.12,1.32,-1.84,47.69,-14.06,4.5
0.21,1.54,-1.84,48.63,-12.44,5.31
0.19,1.71,-1.91,50.5,-9.56,4.81
0.16,1.75,-1.97,52.75,-7.62,3.0
0.24,1.84,-1.82,55.06,-7.12,2.25
0.17,1.65,-1.18,59.56,-8.5,0.81
0.34,1.81,-0.64,63.13,-9.63,2.5
0.45,2.15,0.03,63.5,-7.44,-0.81
1.79,2.06,0.87,66.37,2.25,0.44
3.52,1.29,1.75,65.94,19.56,9.44
4.75,0.45,3.24,66.31,35.44,21.31
4.76,-0.25,4.09,69.25,37.5,34.13
2.94,-1.1,3.95,71.31,27.25,46.63
1.73,-1.11,3.36,72.44,15.75,50.88
0.81,-1.02,3.02,74.0,11.75,49.56
0.49,-0.95,3.11,75.94,13.56,48.69
0.8,-0.76,3.71,80.56,15.38,49.63
0.82,-0.49,3.92,85.44,12.63,50.44
0.78,-0.07,4.0,89.81,8.44,50.81
0.63,0.36,4.1,94.19,4.19,51.63
0.25,0.74,3.89,99.31,-0.81,53.63
0.25,0.74,3.89,103.87,-5.31,56.38
0.02,0.62,3.78,108.0,-8.44,60.0
-0.76,-0.13,2.54,110.62,-8.31,64.56
-0.84,-0.35,2.22,111.19,-3.75,67.75
-0.93,-0.51,1.88,110.69,3.19,67.37
-0.93,-0.51,1.88,110.31,8.69,65.12
-1.68,-0.96,0.83,109.62,9.69,63.56
-1.96,-0.7,0.47,105.37,8.38,61.13
-2.33,-0.55,0.21,102.19,7.5,57.38
-2.72,-0.65,-0.04,101.31,8.88,53.38
-2.72,-0.65,-0.04,100.5,11.69,50.88
-3.06,-0.75,-0.78,96.94,14.31,49.44
-2.96,-0.59,-0.86,93.25,16.37,47.88
-2.96,-0.27,-0.55,91.75,17.69,44.75
-3.0,-0.08,-0.35,90.44,17.5,40.63
-3.0,-0.08,-0.35,89.31,14.94,38.25
-2.97,0.31,-0.11,89.19,11.5,36.75
-3.03,0.51,-0.15,89.25,7.19,35.94
-2.93,0.52,-0.23,89.37,3.37,36.06
-2.88,0.5,-0.34,89.62,0.13,35.88
-2.88,0.5,-0.34,89.19,-2.62,35.0
-2.88,0.5,-0.42,88.0,-5.56,34.13
-2.68,0.59,-0.66,86.81,-8.38,33.31
-2.4,0.57,-0.6,85.19,-10.56,32.31
-2.14,0.53,-0.42,84.12,-13.44,31.5
-2.04,0.55,-0.14,82.5,-17.44,31.06
-1.41,0.38,0.11,79.81,-20.44,29.56
-1.14,0.23,0.22,76.44,-21.94,28.94
-0.81,0.04,0.49,71.94,-22.44,29.31
-0.04,-0.59,0.69,66.56,-23.56,30.06
0.14,-0.92,0.72,60.63,-26.37,30.44
0.17,-1.22,0.62,54.0,-30.19,31.87
