Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
9.07,1.03,-4.03,16.81,-0.44,4.5
8.02,1.45,-3.46,9.94,-97.25,1.62
7.83,1.32,-5.16,-8.88,-120.69,4.12
5.62,1.59,-6.11,-5.44,63.13,8.0
6.73,1.07,-3.15,-30.94,187.19,-1.31
7.69,1.01,-3.05,0.25,17.5,-8.06
9.28,1.31,-1.51,-4.06,8.44,1.69
9.16,1.32,-2.02,-0.44,-5.12,-0.81
9.14,1.4,-2.03,-0.56,-0.25,0.19
9.17,1.31,-1.92,0.0,2.94,-0.06
9.16,1.38,-2.03,-0.44,-1.06,0.69
9.14,1.31,-2.06,-0.88,-12.06,1.69
9.01,1.34,-2.63,-0.44,-2.37,-1.0
9.13,1.34,-2.21,-0.94,1.0,0.44
9.05,1.36,-2.36,-0.75,0.25,0.62
9.12,1.29,-2.35,-0.94,-2.06,1.06
9.09,1.33,-2.38,-1.12,-2.56,-0.56
9.39,1.36,-2.46,-0.69,1.75,0.06
9.39,1.37,-2.42,-0.5,2.5,1.25
9.37,1.27,-2.42,-0.37,-0.44,0.56
9.4,1.37,-2.39,0.0,0.0,-1.44
9.38,1.36,-2.46,-0.37,-0.81,-0.06
9.35,1.4,-2.47,-0.19,1.12,0.06
9.4,1.36,-2.43,-0.31,0.75,1.37
9.38,1.35,-2.38,-0.13,-2.0,-1.44
9.36,1.36,-2.43,0.0,1.0,-0.31
9.35,1.4,-2.43,0.13,1.25,0.19
9.38,1.29,-2.42,-0.44,0.0,1.5
9.39,1.35,-2.38,0.06,-1.44,-1.69
9.4,1.33,-2.44,0.06,-0.5,-0.19
9.38,1.36,-2.43,0.13,1.19,0.19
9.4,1.32,-2.37,-0.56,0.5,1.94
9.39,1.33,-2.37,0.13,-1.62,-1.87
9.36,1.33,-2.43,0.0,-0.06,0.37
9.38,1.38,-2.39,0.13,0.94,0.13
9.38,1.33,-2.37,-0.69,1.31,2.19
9.38,1.29,-2.38,0.13,-1.31,-1.69
9.36,1.34,-2.41,0.0,0.5,0.25
9.36,1.37,-2.46,0.06,0.62,0.06
9.38,1.33,-2.43,-0.56,1.56,2.12
9.41,1.27,-2.28,0.31,-2.69,-2.5
9.37,1.37,-2.43,-0.06,0.56,-0.13
9.39,1.35,-2.39,0.06,0.13,-0.62
9.39,1.37,-2.38,-0.13,0.56,1.0
9.43,1.27,-2.27,-0.06,-1.31,-1.25
9.37,1.38,-2.42,-0.19,-0.56,-0.44
9.39,1.32,-2.33,-0.06,-0.31,-0.25
9.37,1.39,-2.37,0.06,1.56,0.69
9.38,1.28,-2.32,-0.13,-1.06,-0.81
9.37,1.39,-2.44,-0.13,-0.19,0.06
9.39,1.31,-2.34,0.0,-0.69,-0.75
9.42,1.38,-2.34,-0.06,1.25,0.88
9.41,1.24,-2.25,-0.44,-0.62,0.56
9.37,1.37,-2.46,-0.06,-1.31,-1.19
9.4,1.34,-2.37,-0.19,-0.19,-0.25
9.38,1.39,-2.45,0.13,1.25,0.5
9.38,1.26,-2.32,-0.06,-0.69,-0.31
9.36,1.4,-2.43,-0.06,-1.0,-0.37
9.39,1.31,-2.39,-0.06,-0.5,-0.19
9.38,1.41,-2.4,0.19,1.5,0.69
9.41,1.26,-2.3,-0.81,1.0,2.25
9.37,1.36,-2.41,0.0,-1.87,-0.81
9.38,1.25,-2.37,0.0,-1.06,-0.25
9.4,1.37,-2.36,0.06,1.31,0.06
9.4,1.28,-2.34,-0.88,1.25,2.5
9.36,1.35,-2.44,0.19,-2.44,-1.81
9.38,1.29,-2.38,-0.19,-0.13,-0.31
9.37,1.36,-2.41,0.13,1.5,0.06
9.41,1.23,-2.4,-0.69,0.25,1.75
9.37,1.36,-2.46,0.06,-1.5,-1.06
9.39,1.26,-2.37,0.0,-1.12,-0.75
9.37,1.38,-2.39,0.13,1.87,0.06
9.41,1.22,-2.33,-0.75,0.44,2.12
9.35,1.34,-2.43,0.0,-1.44,-1.37
9.38,1.3,-2.41,0.0,-1.12,-0.94
9.41,1.36,-2.38,-0.06,1.5,0.56
9.4,1.24,-2.37,-0.62,-0.44,1.69
9.36,1.36,-2.45,0.0,-1.0,-1.25
9.38,1.26,-2.4,-0.13,-0.94,-0.44
9.38,1.37,-2.45,0.13,1.37,0.06
9.4,1.22,-2.37,-0.62,0.13,1.69
9.37,1.37,-2.48,0.13,-1.37,-1.62
9.37,1.26,-2.38,0.06,-0.44,-0.44
9.35,1.35,-2.49,0.13,1.69,0.06
9.39,1.25,-2.41,-0.62,0.37,2.06
9.38,1.35,-2.5,0.13,-1.56,-1.75
9.39,1.27,-2.38,-0.06,-1.0,-0.19
9.38,1.36,-2.48,0.19,1.19,0.19
9.36,1.26,-2.41,-0.62,0.88,1.87
9.36,1.37,-2.49,0.06,-1.81,-1.31
9.41,1.24,-2.41,-0.13,-0.94,-0.75
9.4,1.37,-2.42,0.19,1.56,-0.13
9.39,1.23,-2.37,-0.62,0.25,1.62
9.39,1.34,-2.52,-0.06,-1.69,-1.25
9.39,1.26,-2.4,-0.06,-1.0,-0.69
9.39,1.35,-2.42,0.0,1.5,0.31
9.38,1.19,-2.42,-0.62,-0.44,1.37
9.4,1.36,-2.48,0.13,-1.69,-2.37
9.4,1.26,-2.43,0.06,-1.37,-1.12
9.38,1.37,-2.46,0.13,1.87,0.25
