Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
-0.12,-0.48,0.38,-11.25,-40.38,-0.62
-0.07,-0.51,0.31,-11.56,-37.88,1.06
0.11,-0.53,0.28,-12.0,-35.69,3.12
0.2,-0.56,0.28,-12.56,-33.88,5.06
0.23,-0.55,0.18,-12.63,-33.19,7.19
0.28,-0.55,0.22,-12.75,-33.38,8.81
0.2,-0.59,0.29,-12.69,-33.19,10.38
0.17,-0.63,0.34,-12.75,-32.63,11.19
0.17,-0.62,0.33,-12.81,-31.87,12.38
0.2,-0.63,0.27,-13.06,-30.62,13.81
0.29,-0.67,0.24,-13.56,-28.44,15.63
0.33,-0.68,0.23,-14.13,-26.25,17.44
0.34,-0.62,0.22,-14.5,-25.12,18.5
0.38,-0.58,0.26,-14.5,-24.5,19.25
0.34,-0.5,0.25,-14.5,-23.56,19.87
0.34,-0.54,0.28,-14.69,-22.37,20.62
0.32,-0.53,0.22,-14.56,-21.31,21.0
0.32,-0.45,0.08,-14.63,-20.44,21.37
0.37,-0.4,0.08,-15.0,-19.12,21.69
0.42,-0.39,0.09,-14.81,-18.0,22.56
0.43,-0.35,0.04,-14.88,-17.44,23.06
0.44,-0.27,0.09,-14.94,-17.5,23.06
0.45,-0.26,0.06,-14.31,-18.62,22.87
0.45,-0.26,0.06,-13.69,-19.62,23.25
0.41,-0.24,0.08,-13.19,-19.94,23.06
0.36,-0.26,0.06,-12.94,-19.75,23.12
0.33,-0.25,-0.01,-12.81,-18.87,23.56
0.35,-0.28,0.0,-12.69,-17.87,24.19
0.37,-0.28,-0.03,-12.88,-17.12,25.31
0.35,-0.23,-0.03,-12.88,-16.37,26.19
0.39,-0.23,0.0,-13.13,-15.13,26.75
0.34,-0.21,0.08,-13.19,-14.25,26.56
0.35,-0.27,0.18,-13.06,-14.06,26.44
0.37,-0.29,0.3,-13.25,-13.38,26.19
0.4,-0.2,0.3,-13.31,-12.19,26.69
0.46,-0.19,0.33,-13.5,-10.94,27.31
0.52,-0.2,0.4,-12.75,-10.06,28.06
0.39,-0.21,0.52,-11.44,-10.0,28.44
0.32,-0.25,0.59,-9.88,-9.94,28.75
0.3,-0.25,0.65,-8.69,-8.88,28.87
0.25,-0.26,0.72,-7.19,-7.56,29.19
0.34,-0.27,0.79,-5.75,-6.06,30.69
0.36,-0.18,0.8,-4.25,-3.94,32.31
0.3,-0.15,0.84,-4.25,-3.94,32.31
0.25,0.02,0.86,-0.56,-1.69,35.13
0.19,0.07,0.79,1.31,-1.12,34.75
0.15,0.04,0.76,3.44,-0.44,34.31
0.11,0.0,0.71,5.44,-0.19,34.19
0.14,-0.1,0.63,5.44,-0.19,34.19
0.16,-0.14,0.62,7.0,0.44,33.88
0.16,-0.19,0.64,9.38,2.69,33.75
0.14,-0.21,0.63,9.69,4.12,34.44
0.19,-0.06,0.52,10.0,6.12,35.25
0.24,0.02,0.52,10.0,6.12,35.25
0.29,0.08,0.47,10.69,7.69,36.31
0.37,0.11,0.45,12.56,9.25,38.0
0.46,0.1,0.44,13.88,9.31,38.88
0.4,0.05,0.49,15.31,9.25,39.88
0.36,0.02,0.46,15.31,9.25,39.88
0.47,-0.1,0.44,16.56,9.63,41.31
0.48,-0.07,0.38,18.06,13.31,41.0
0.47,0.09,0.32,18.19,13.31,40.25
0.4,0.37,0.22,18.56,14.19,39.81
0.5,0.54,0.22,18.56,14.19,39.81
0.53,0.49,0.22,19.5,14.94,38.81
0.58,0.43,0.17,21.94,15.63,36.69
0.65,0.4,0.18,23.06,15.63,36.25
0.79,0.33,0.17,23.5,16.06,35.56
0.77,0.39,0.2,23.5,16.06,35.56
0.75,0.44,0.11,23.94,16.12,34.88
0.75,0.57,-0.02,25.0,17.62,33.44
0.71,0.62,-0.1,25.5,19.19,32.13
0.69,0.7,-0.06,26.37,20.19,30.31
0.68,0.7,-0.04,26.37,20.19,30.31
0.83,0.59,-0.04,27.19,21.44,28.37
0.83,0.53,-0.15,27.25,22.06,27.19
0.78,0.59,-0.23,26.94,21.94,25.81
0.68,0.7,-0.24,26.44,20.69,25.06
0.53,0.67,-0.34,26.19,19.81,24.12
0.49,0.68,-0.39,25.19,20.62,22.87
0.5,0.76,-0.39,23.94,22.37,21.69
0.54,0.8,-0.4,22.12,24.37,21.12
0.61,0.76,-0.35,20.31,25.62,20.5
0.66,0.71,-0.27,19.25,25.62,19.87
0.69,0.64,-0.27,17.62,25.62,17.75
0.64,0.58,-0.13,17.62,25.62,17.75
0.6,0.62,-0.14,16.56,26.0,16.44
0.58,0.6,-0.14,15.31,26.12,15.44
0.57,0.57,-0.1,14.5,26.37,14.56
0.64,0.48,-0.06,13.75,25.75,12.44
0.6,0.47,-0.02,13.75,25.75,12.44
0.54,0.5,-0.08,13.38,25.19,11.0
0.48,0.56,-0.11,13.56,24.12,9.25
0.42,0.7,-0.21,13.25,23.31,7.75
0.39,0.69,-0.28,13.25,24.56,3.62
0.39,0.64,-0.32,13.25,24.56,3.62
0.45,0.49,-0.36,13.38,25.06,1.75
0.38,0.44,-0.38,12.75,26.0,-1.0
0.36,0.44,-0.39,12.75,26.0,-1.0
0.33,0.48,-0.45,11.31,27.56,-3.0
