Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.0,0.0,0.0,0.0,0.0,0.0
8.82,2.71,-3.27,-0.13,-4.0,-2.56
8.85,2.74,-3.41,2.5,-4.5,-4.31
8.69,2.67,-3.52,3.37,-2.62,-4.94
8.62,2.68,-3.6,3.87,-1.25,-4.0
8.72,2.71,-3.61,4.5,-2.37,-4.44
8.71,2.8,-3.66,5.44,-1.62,-3.62
8.63,2.82,-3.68,4.87,1.62,-2.87
8.6,2.97,-3.49,5.19,4.94,-3.25
8.54,2.85,-3.48,7.31,8.0,-3.56
8.82,2.81,-3.84,9.38,3.62,-3.31
8.7,2.75,-3.53,5.75,2.12,-1.69
8.59,2.84,-3.46,2.5,2.94,-0.81
8.7,2.9,-3.47,16.81,10.31,0.37
8.53,2.79,-3.73,9.56,-0.62,-5.5
8.5,3.29,-3.61,9.13,2.0,-13.0
8.89,2.91,-3.52,27.56,22.19,-13.5
8.95,2.76,-2.96,11.56,8.0,-8.56
8.14,3.57,-2.41,3.31,-2.62,-4.75
9.15,3.32,-2.78,2.69,2.12,-1.06
8.73,3.09,-2.9,-4.25,1.31,4.44
8.69,3.35,-2.56,-8.19,0.5,8.0
8.68,2.95,-2.57,-3.31,9.0,7.56
9.24,2.44,-2.46,-5.56,9.25,9.38
9.37,2.37,-2.93,-7.81,13.56,10.13
9.03,2.56,-2.7,-0.19,0.81,6.12
9.34,2.29,-2.45,7.75,0.81,1.81
8.77,2.56,-2.26,9.81,-0.75,-8.38
10.55,2.45,-2.18,25.12,12.69,-13.75
8.68,2.6,-2.69,12.56,8.5,-13.0
9.04,3.24,-1.77,6.44,3.75,-13.44
9.0,3.23,-2.25,3.87,3.5,-7.62
8.92,3.6,-1.89,-5.5,5.81,-5.06
9.04,3.6,-2.13,-3.44,1.0,-2.37
8.97,3.49,-2.13,-2.37,-0.06,-0.37
9.16,3.67,-2.31,-5.19,-1.25,0.69
9.1,3.7,-2.06,1.81,-3.12,0.88
8.84,3.1,-2.25,-0.88,-6.5,1.75
9.01,3.62,-2.42,-9.0,-8.38,3.62
8.84,3.43,-2.34,-7.94,-6.62,2.75
8.88,3.22,-2.3,-13.88,-0.19,4.5
9.04,3.59,-2.56,-6.56,-3.62,4.19
8.89,3.14,-2.25,-2.25,-3.69,3.62
9.03,3.15,-2.37,-6.69,0.13,5.5
8.69,3.45,-2.83,-0.88,-14.13,-0.25
8.79,2.89,-2.41,2.69,-3.44,2.62
8.78,2.86,-2.37,-3.0,-1.06,6.62
8.83,3.23,-2.44,-3.87,-2.5,3.87
8.8,3.12,-2.67,-0.56,-4.0,1.0
8.94,2.81,-2.55,-0.06,2.0,1.5
8.97,2.89,-2.79,-2.94,-0.44,1.94
9.17,3.16,-2.59,-0.69,-2.31,0.25
8.78,2.71,-2.61,-0.5,-1.12,1.37
8.93,2.89,-2.65,-4.44,-1.69,1.56
9.04,3.15,-2.76,-0.37,-1.31,0.5
8.74,2.82,-2.76,3.44,-2.12,-1.0
8.92,2.59,-2.91,-2.25,0.25,1.5
8.93,3.14,-2.91,-1.56,-0.88,1.0
8.71,2.95,-2.81,1.94,0.19,0.56
8.92,2.63,-2.87,-3.5,2.5,2.12
9.06,3.15,-2.86,-1.31,-0.44,-0.37
8.82,2.78,-2.8,2.75,-0.69,-0.37
8.87,2.66,-2.73,-3.44,1.37,0.75
9.23,2.88,-2.82,-2.94,0.69,1.19
8.96,2.93,-2.82,2.19,-1.5,-0.19
8.83,2.67,-2.75,-0.56,0.37,-0.13
8.84,2.88,-2.77,-2.5,0.5,-0.5
8.91,3.05,-2.95,2.5,-2.62,-1.5
8.71,2.72,-2.73,3.37,-2.19,-1.5
8.91,2.61,-2.83,0.13,0.31,1.19
8.93,2.99,-2.94,-3.31,-0.37,0.5
8.84,2.92,-2.81,-0.25,-1.06,-1.06
8.81,2.59,-2.79,-2.31,1.19,0.37
9.15,3.11,-3.0,-4.62,0.31,0.69
8.84,3.08,-2.87,3.37,-2.81,-1.94
8.8,2.6,-2.75,1.31,2.12,-0.44
9.2,2.97,-2.92,-3.37,2.0,0.56
8.93,3.06,-2.92,2.06,-1.5,-0.94
8.74,2.74,-2.82,1.31,-0.31,-0.75
9.12,2.77,-2.94,-4.69,3.62,1.56
9.08,3.28,-2.99,2.31,-1.87,-1.25
8.74,2.67,-2.83,4.75,-1.56,-0.88
9.06,2.78,-2.83,-4.75,3.37,1.5
8.97,3.26,-2.94,-2.31,-1.06,0.19
8.69,2.73,-2.78,0.94,-2.31,-0.44
8.85,2.71,-2.9,-2.31,0.94,0.75
8.88,3.18,-3.03,1.44,-2.69,-1.5
8.82,2.82,-2.84,5.37,-2.25,-1.37
8.9,2.71,-2.87,2.12,1.06,-0.06
9.01,2.89,-3.03,1.75,-1.19,0.25
8.94,2.92,-2.95,-0.13,-0.94,0.13
8.85,2.85,-2.93,-0.44,-0.81,-0.13
8.82,2.82,-3.02,-3.62,-0.69,0.88
8.81,3.13,-3.05,-0.13,-2.94,-0.19
8.73,2.68,-2.73,2.56,-0.5,-0.62
8.95,2.83,-3.15,-1.75,5.5,1.37
8.77,3.11,-3.14,2.69,0.25,-0.75
8.6,2.73,-2.85,3.87,0.19,-0.75
8.81,2.51,-2.8,-3.44,4.94,1.37
9.15,3.06,-3.01,-3.87,1.44,1.94
