Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.26,-0.01,-0.13,0.56,-0.06,0.13
0.28,0.02,-0.14,0.19,0.13,0.06
0.28,0.02,-0.12,0.19,0.06,0.0
0.24,-0.01,-0.12,0.31,0.06,-0.13
0.27,0.0,-0.17,0.13,0.13,-0.13
0.24,0.03,-0.16,0.06,0.06,0.25
0.24,0.02,-0.18,0.06,0.0,0.06
0.23,0.01,-0.17,0.31,0.06,-0.13
0.26,0.01,-0.13,0.31,0.06,0.06
0.29,0.03,-0.14,0.0,0.06,0.19
0.27,0.02,-0.16,0.31,-0.25,0.06
0.25,0.01,-0.13,0.31,-0.69,0.0
0.25,0.04,-0.12,0.19,-0.5,-0.06
0.24,0.03,-0.12,0.31,-0.19,0.0
0.24,0.01,-0.12,0.19,-0.19,-0.06
0.24,0.0,-0.1,0.31,-0.37,0.06
0.25,0.01,-0.12,0.13,-0.19,0.06
0.25,0.0,-0.14,-0.06,-0.06,0.0
0.23,0.0,-0.11,-0.06,0.06,0.0
0.25,0.0,-0.08,0.06,0.13,0.0
0.3,-0.04,-0.14,0.0,0.25,0.06
0.21,-0.01,-0.18,0.0,0.5,-0.13
0.24,0.01,-0.15,-0.44,0.62,-0.06
0.29,0.01,-0.13,-0.31,0.31,0.25
0.2,-0.01,-0.15,0.0,0.37,-0.25
0.14,-0.01,-0.12,0.06,1.5,-0.37
0.35,0.0,-0.15,0.0,2.37,0.0
0.28,0.01,-0.14,-0.13,2.06,0.56
0.26,0.0,-0.17,-0.19,1.31,-0.06
0.2,0.02,-0.16,-0.13,1.06,-0.31
0.3,0.05,-0.14,-0.19,1.31,-0.06
0.3,0.06,-0.13,-0.25,1.5,0.31
0.31,0.02,-0.16,0.13,1.0,0.13
0.28,0.01,-0.17,0.31,0.44,-0.19
0.3,0.02,-0.18,0.25,0.06,0.06
0.3,0.03,-0.15,0.13,0.06,0.0
0.29,0.0,-0.17,0.13,0.06,-0.13
0.25,-0.01,-0.19,0.31,-0.19,-0.19
0.26,-0.03,-0.18,0.06,-0.5,0.0
0.25,0.0,-0.2,0.0,-0.56,0.0
0.24,0.0,-0.16,0.0,-0.81,-0.06
0.26,0.03,-0.14,0.13,-0.94,0.06
0.26,0.05,-0.11,0.25,-1.5,0.25
0.27,0.03,-0.16,0.37,-1.12,0.13
0.23,0.0,-0.17,0.62,-0.88,-0.06
0.24,0.02,-0.15,0.37,-1.0,0.13
0.24,0.03,-0.13,0.19,-0.56,0.13
0.25,0.02,-0.12,0.31,-0.31,-0.19
0.25,0.0,-0.12,0.25,0.0,-0.13
0.26,0.02,-0.16,0.06,0.13,0.0
0.26,0.02,-0.16,-0.25,0.31,0.0
0.28,0.03,-0.15,-0.13,0.44,-0.06
0.25,0.0,-0.17,0.06,0.31,-0.25
0.25,0.0,-0.17,0.0,0.13,-0.19
0.26,0.02,-0.17,0.06,0.19,0.13
0.22,0.0,-0.16,0.06,0.25,-0.06
0.26,0.0,-0.12,0.25,0.06,-0.13
0.26,-0.01,-0.14,0.25,0.13,0.06
0.28,0.0,-0.16,0.13,0.13,0.13
0.26,0.0,-0.16,0.19,0.25,0.19
0.29,0.0,-0.14,0.13,0.44,0.25
0.26,0.01,-0.15,-0.13,0.37,0.31
0.24,0.01,-0.17,0.06,0.25,0.0
0.24,-0.01,-0.17,0.06,0.25,0.0
0.27,0.0,-0.21,0.06,0.13,0.19
0.3,0.0,-0.21,-0.06,0.5,0.13
0.27,-0.02,-0.18,0.06,0.5,0.0
0.3,0.0,-0.16,0.0,-0.19,0.0
0.26,0.0,-0.14,0.13,-0.19,0.13
0.26,0.0,-0.18,0.06,-0.31,0.06
0.25,0.0,-0.14,0.19,-0.56,0.06
0.27,0.0,-0.17,0.25,-0.81,0.06
0.27,0.02,-0.13,0.0,-0.5,0.19
0.25,-0.01,-0.12,0.25,-0.44,0.19
0.24,0.01,-0.13,0.19,-0.88,0.06
0.24,0.02,-0.13,0.19,-1.0,0.19
0.29,0.04,-0.09,0.13,-0.88,0.19
0.25,0.02,-0.13,0.31,-0.5,0.31
0.23,0.0,-0.12,0.31,-0.5,0.19
0.25,0.0,-0.14,0.19,-0.62,0.13
0.28,0.0,-0.13,0.25,-0.19,0.13
0.25,0.0,-0.12,0.31,-0.06,0.13
0.26,-0.01,-0.15,0.25,0.06,0.19
0.27,0.0,-0.16,0.25,-0.13,0.06
0.27,0.01,-0.16,0.13,-0.13,0.0
0.24,0.0,-0.15,-0.06,-0.19,-0.06
0.26,0.01,-0.16,0.06,-0.25,-0.13
0.28,0.01,-0.16,-0.13,-0.5,0.06
0.26,0.01,-0.13,0.06,-0.31,0.0
0.26,0.0,-0.14,0.13,-0.31,0.0
0.27,0.0,-0.1,0.06,-0.75,0.0
0.29,0.02,-0.12,0.06,-0.25,0.06
0.28,0.01,-0.1,0.0,-0.25,0.13
0.24,0.02,-0.11,0.06,-0.44,0.06
0.27,0.0,-0.11,0.13,-0.44,0.0
0.25,0.04,-0.14,0.19,-0.06,0.25
0.27,0.03,-0.13,0.06,-0.13,0.25
0.22,-0.01,-0.17,0.06,-0.25,0.13
0.27,0.0,-0.16,0.0,-0.06,0.13
0.28,0.01,-0.16,0.0,-0.19,0.13
0.3,0.0,-0.17,0.0,-0.06,0.13
