Timestamp,Orientation_X,Orientation_Y,Orientation_Z,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
1747642738.267365,351.44,36.69,130.31,4.15,-5.44,-6.36,21.69,71.56,37.56
1747642738.2709117,359.0,40.0,110.44,6.66,-5.5,-1.05,84.62,392.62,74.44
1747642738.2729104,17.0,33.06,67.19,7.64,-2.38,7.51,106.56,340.56,41.63
1747642738.2739112,20.62,23.06,53.0,-0.77,-3.73,6.01,81.94,101.56,21.06
1747642738.2749114,24.37,12.88,46.63,1.06,-4.3,6.11,14.0,114.44,12.31
1747642738.2772963,26.69,7.87,45.31,-0.06,-6.84,5.89,-0.94,28.5,3.56
1747642738.2803154,27.5,6.56,45.0,-0.14,-4.54,7.1,0.5,8.25,-1.94
1747642738.2833261,27.75,6.37,45.0,-0.65,-4.88,7.08,1.06,-0.31,-0.13
1747642738.2848344,26.94,4.25,42.75,-0.65,-4.79,7.14,2.37,1.81,-1.19
1747642738.2873728,26.5,2.12,40.38,-0.47,-4.76,7.05,2.19,3.25,-2.75
1747642738.2888834,26.12,0.69,38.44,-0.61,-4.68,7.22,2.62,1.37,-0.75
1747642738.290894,25.81,-0.44,36.88,-0.56,-4.73,6.99,1.37,-3.06,-1.37
1747642738.2918952,25.56,-0.75,36.13,-0.45,-4.7,7.03,1.25,-2.62,-0.5
1747642738.2949002,25.25,-0.94,35.75,-0.46,-4.75,7.11,-0.44,-3.31,2.12
1747642738.2987711,24.81,-1.19,35.44,-0.49,-4.75,7.14,-1.44,-3.62,1.94
1747642738.300776,24.44,-1.31,35.31,-0.49,-4.73,7.04,-0.88,-4.25,1.31
1747642738.3027723,24.12,-1.19,35.06,-0.33,-4.69,7.07,0.44,-4.31,0.37
1747642738.3057885,23.94,-0.81,35.0,-0.58,-5.46,8.01,0.19,-4.37,0.75
1747642738.3077998,23.62,-1.0,34.88,-0.42,-5.42,8.1,-0.06,-0.81,1.56
1747642738.3088112,23.44,-1.19,34.75,-0.4,-5.31,8.07,0.13,-0.25,1.06
1747642738.3118176,23.25,-1.37,34.63,-0.45,-5.4,8.14,-0.31,-0.94,1.5
1747642738.3159838,23.06,-1.5,34.56,-0.44,-5.44,8.03,-0.31,-0.81,1.69
1747642738.3197803,22.94,-1.69,34.56,-0.49,-5.41,8.02,-0.5,-0.37,1.5
1747642738.321771,22.69,-1.81,34.5,-0.41,-5.46,8.15,-0.06,0.13,1.75
1747642738.3248022,22.56,-1.94,34.44,-0.46,-5.4,8.14,0.25,0.94,0.44
1747642738.3270748,22.56,-2.06,34.38,-0.51,-5.43,8.21,0.75,0.25,0.06
1747642738.3296041,22.56,-2.12,34.25,-0.52,-5.41,8.18,0.81,0.25,-0.06
1747642738.3316026,22.56,-2.12,34.13,-0.48,-5.42,8.06,0.81,0.37,-0.94
1747642738.3336012,22.75,-2.12,34.06,-0.55,-5.42,8.17,-0.25,0.56,-1.69
1747642738.335653,22.87,-2.19,34.06,-0.4,-5.36,8.25,-0.88,1.5,-1.5
1747642738.338888,23.0,-2.12,34.19,-0.37,-5.39,7.99,-0.69,-0.19,-0.81
1747642738.4137948,23.0,-2.06,34.19,-0.34,-5.43,8.02,-1.0,-2.25,-0.56
1747642738.5157683,20.37,2.12,33.69,3.55,-6.54,5.6,5.0,-167.69,26.0
1747642738.6216774,8.81,29.87,43.5,8.24,-5.77,8.12,-70.56,-334.87,-51.38
