Timestamp,Orientation_X,Orientation_Y,Orientation_Z,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
1747642960.4184818,349.31,31.75,133.75,5.36,-5.77,-5.89,3.19,47.31,-24.06
1747642960.4214802,347.69,32.25,133.31,5.72,-5.51,-6.22,21.5,7.37,-1.31
1747642960.4234817,346.87,32.81,129.25,4.64,-4.97,-5.36,29.94,33.81,21.75
1747642960.426545,348.37,33.44,117.75,3.75,-5.33,-3.32,61.56,145.06,89.81
1747642960.430545,348.94,29.56,103.19,4.91,-8.64,-1.26,34.38,60.31,82.19
1747642960.4377472,343.56,22.94,98.87,4.39,-8.45,-2.37,10.06,24.87,51.69
1747642960.4427443,346.56,20.94,95.5,4.72,-8.51,-1.36,4.19,47.5,20.37
1747642960.4457607,346.87,20.56,95.31,3.55,-8.05,-0.76,-1.62,-7.5,0.13
1747642960.4483235,347.0,20.94,95.87,3.29,-8.07,-0.88,-2.12,6.0,-7.12
1747642960.4503255,348.06,22.25,95.37,3.06,-8.52,-0.65,7.31,-12.31,-15.63
1747642960.453322,347.37,22.94,95.44,2.54,-8.34,-0.74,4.31,-7.62,-16.25
1747642960.4563568,346.31,22.25,95.37,2.45,-8.0,-1.09,-2.0,7.37,-8.13
1747642960.4583676,348.37,22.25,94.75,3.55,-7.93,-0.95,-2.94,24.31,9.13
1747642960.4618802,348.87,21.5,94.5,3.53,-8.16,-0.73,-0.13,-2.69,9.44
1747642960.4648929,348.19,21.12,94.56,3.28,-8.16,-0.58,0.56,-1.19,0.94
1747642960.4671497,348.75,21.37,94.62,3.19,-8.11,-0.76,-3.31,3.19,-3.31
1747642960.4701447,350.37,21.94,94.87,3.34,-8.16,-0.84,-6.37,13.06,-5.37
1747642960.472147,351.81,22.44,95.25,3.24,-8.05,-0.59,-4.06,1.87,-2.69
1747642960.4731452,351.62,22.44,95.31,3.1,-7.96,-0.69,0.75,-2.56,0.31
1747642960.4767177,350.75,21.94,95.25,3.03,-7.83,-0.76,0.62,-0.69,6.19
1747642960.478402,350.5,21.44,94.94,3.71,-8.47,-0.71,7.31,0.37,4.69
1747642960.4804008,349.62,21.12,94.75,3.24,-8.24,-0.84,-3.19,0.88,-3.0
1747642960.482402,351.62,22.0,94.75,3.47,-8.94,0.19,-5.0,5.31,-7.44
1747642960.4849205,350.94,21.75,93.12,3.34,-9.25,0.18,2.94,-5.81,0.94
1747642960.487461,349.56,21.0,92.31,3.46,-8.97,0.14,1.31,-5.62,4.19
1747642960.4894617,348.62,20.75,91.75,3.55,-9.23,0.1,4.69,-6.56,2.87
1747642960.4904602,347.69,20.5,91.44,3.37,-9.38,0.2,1.37,-3.94,-0.88
1747642960.4924603,347.75,20.62,91.12,3.26,-9.13,0.14,0.56,0.69,-1.87
1747642960.4955072,347.5,20.44,90.94,3.33,-9.07,0.1,1.19,-1.31,2.37
1747642960.496511,347.0,20.25,90.75,3.48,-9.58,0.1,0.13,-0.81,2.12
1747642960.4985182,347.87,20.56,90.75,3.36,-9.28,0.14,-2.5,7.56,-9.19
1747642960.524983,348.94,21.0,90.62,3.39,-9.03,0.11,-2.06,7.06,-0.75
1747642960.627971,348.62,20.62,90.44,3.62,-9.07,0.07,2.75,-6.5,6.31
1747642960.736553,347.19,20.19,90.31,3.58,-9.59,0.11,2.87,-8.81,3.25
1747642960.8395545,347.19,20.31,90.5,3.29,-8.97,0.21,-3.19,4.31,-5.37
1747642960.9419777,347.81,20.56,90.31,3.38,-9.13,0.22,-2.19,5.69,1.31
1747642961.043617,347.5,20.19,89.94,3.51,-9.28,0.14,4.44,-2.19,3.0
1747642961.148228,347.44,20.31,89.75,3.25,-9.53,0.16,-3.19,5.75,-5.31
1747642961.2517338,348.75,20.75,89.81,3.32,-9.14,0.14,-1.12,5.0,-2.62
1747642961.3537526,349.0,20.62,89.81,3.54,-9.31,0.13,-1.37,3.56,2.0
1747642961.459658,348.87,20.5,90.0,3.44,-9.13,0.07,-0.44,-3.37,0.44
1747642961.563149,348.69,20.5,90.12,3.4,-9.16,0.18,-0.88,-1.62,0.13
1747642961.6679506,348.31,20.44,90.0,3.8,-9.04,0.25,3.06,-7.12,1.12
1747642961.7720814,342.12,19.56,91.81,8.65,-9.69,4.22,-12.88,-144.31,29.75
1747642961.8756895,326.69,22.44,94.87,10.69,-10.64,1.34,61.56,-228.44,-177.81
1747642961.9803832,335.31,42.94,92.06,10.34,-12.27,4.08,157.19,-19.75,-262.56
1747642962.0850377,344.69,65.75,91.87,-1.53,-11.37,0.95,45.81,-20.0,-147.69
1747642962.18779,348.62,72.56,97.44,3.03,-6.41,-1.43,9.5,-41.13,-30.0
1747642962.290101,350.0,73.19,102.81,9.49,-2.7,-0.26,-6.69,-1.69,-6.12
1747642962.392613,352.19,74.81,97.19,10.56,-2.74,1.7,21.06,42.56,-34.69
1747642962.4965382,351.94,76.31,85.19,-3.15,-2.15,0.74,-12.19,68.94,44.5
