Timestamp,Orientation_X,Orientation_Y,Orientation_Z,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
1747642982.4814663,64.87,38.06,158.62,5.11,-2.51,-6.54,-1.37,-18.19,-64.94
1747642982.4834645,62.0,38.5,161.25,4.72,-2.31,-6.94,-8.31,14.56,-0.81
1747642982.4875314,65.5,40.81,159.31,5.86,-3.15,-7.94,-7.62,51.19,51.38
1747642982.490039,19.56,41.81,154.0,6.86,-2.86,-8.65,0.06,21.56,42.44
1747642982.4940526,17.94,41.25,151.31,6.14,-1.65,-7.7,-10.5,15.13,38.5
1747642982.4985845,19.75,42.0,148.5,6.23,-2.76,-7.29,-15.31,60.38,45.19
1747642982.5015905,28.06,47.31,141.56,6.61,-3.45,-5.89,-27.31,104.37,44.06
1747642982.5051074,40.63,56.0,128.0,8.56,-3.34,-3.87,-26.25,160.31,20.44
1747642982.5086982,49.06,60.5,111.5,6.57,-4.11,-2.32,-17.0,114.75,26.0
1747642982.5124292,52.75,58.5,92.12,5.58,-6.15,-0.54,-6.75,115.56,67.62
1747642982.5149915,47.81,49.31,84.69,6.53,-7.61,1.37,-17.44,-18.69,109.19
1747642982.5185902,37.88,39.44,88.75,7.45,-7.47,-1.98,-18.31,54.5,70.56
1747642982.5221627,46.88,36.5,80.5,9.64,-5.49,2.01,-7.06,30.19,-17.12
1747642982.5288603,45.25,36.5,81.19,4.7,-6.99,1.19,11.94,-21.0,13.5
1747642982.531452,39.88,36.19,82.44,4.39,-7.73,0.22,26.06,-61.38,4.44
1747642982.532973,36.0,35.94,85.06,4.43,-7.47,-0.05,-5.37,-18.75,-2.12
1747642982.5365567,33.94,34.31,86.94,4.38,-7.38,0.05,2.81,-2.25,5.81
1747642982.5396485,32.75,33.31,87.37,4.68,-7.54,0.09,-2.19,-1.87,3.5
1747642982.5430624,32.44,32.75,87.87,4.52,-7.46,0.13,-5.56,6.87,1.37
1747642982.5463676,33.5,32.63,87.81,4.68,-7.54,0.08,-4.56,13.38,-3.06
1747642982.5494194,34.81,32.94,87.69,4.61,-7.37,0.13,-3.87,11.81,-2.37
1747642982.5515833,36.0,32.94,87.5,4.77,-7.34,0.26,-3.25,5.19,-0.88
1747642982.554753,36.31,33.06,87.56,4.58,-7.38,0.17,-0.37,-2.5,0.06
1747642982.5575101,36.0,32.88,87.69,4.67,-7.51,0.16,-0.5,0.37,0.37
1747642982.5605264,35.81,32.81,87.81,4.6,-7.43,0.16,0.37,-2.12,1.0
1747642982.5635269,35.38,32.69,87.94,5.06,-8.25,0.89,0.06,-1.25,0.5
1747642982.5665855,35.44,32.56,87.62,5.08,-8.28,0.97,-2.19,2.62,-1.06
1747642982.5695903,35.44,32.38,87.06,5.19,-8.24,0.93,-1.56,1.81,0.0
1747642982.5715883,35.5,32.31,86.69,5.08,-8.22,0.88,-0.69,0.69,-0.81
1747642982.573593,35.5,32.25,86.31,5.06,-8.29,0.84,-0.62,1.81,-0.25
1747642982.5779114,35.69,32.19,86.06,5.1,-8.22,0.92,-1.81,4.0,-0.69
1747642982.6632586,35.81,32.13,85.81,5.09,-8.23,0.97,-0.19,-2.69,0.69
1747642982.7656667,36.31,30.75,85.44,12.42,-7.24,-0.49,-33.06,106.87,22.0
1747642982.8687081,52.5,38.25,79.12,17.67,-10.34,4.79,30.62,44.75,-192.81
1747642982.9716964,72.56,58.94,60.19,7.07,-12.94,5.15,92.0,-26.87,-238.56
1747642983.0755706,84.37,75.81,42.63,1.08,-5.48,0.39,13.5,-10.69,-88.94
1747642983.1784568,89.31,80.19,21.81,5.78,-2.61,1.18,13.25,-10.13,-27.69
1747642983.2826893,89.87,82.44,17.31,9.63,-1.12,0.43,4.37,-38.19,-4.12
1747642983.3878894,89.31,84.69,2.56,0.82,-2.22,-0.87,-6.12,-35.44,35.69
1747642983.4922085,82.56,77.25,65.0,15.57,-3.73,1.74,-35.69,61.06,130.62
1747642983.598196,101.75,74.69,59.19,22.43,-5.13,2.43,71.44,-49.94,-112.25
1747642983.7029066,108.25,84.06,4.19,-9.16,-4.05,-0.2,-26.25,-33.31,-27.31
1747642983.805727,104.31,77.44,60.06,16.89,-3.47,3.13,-33.63,56.31,125.5
1747642983.910145,103.0,74.19,61.63,22.5,-3.0,3.94,42.06,-25.87,-99.31
1747642984.0142477,108.75,84.37,4.5,-10.51,0.43,-0.14,-18.25,-35.63,-35.38
1747642984.1167188,102.94,77.69,67.81,15.97,-4.47,1.37,-13.38,60.69,119.06
1747642984.220234,100.12,74.69,77.31,21.79,-2.97,1.23,45.5,-50.38,-95.37
1747642984.322863,107.06,85.25,175.25,-10.03,-2.63,-0.03,-24.62,-11.38,-10.5
1747642984.4256835,101.69,77.37,89.12,20.38,-4.06,0.59,-21.31,44.06,113.69
1747642984.53353,100.94,75.37,81.5,21.34,-2.26,1.29,38.94,-16.37,-112.5
1747642984.6387002,106.5,82.31,97.44,-10.78,-1.8,0.31,-43.44,-6.5,41.44
1747642984.742492,99.25,72.87,88.75,21.32,-5.36,1.6,-14.88,33.63,105.75
1747642984.8456802,99.87,72.75,81.44,19.22,-3.27,0.66,30.87,10.56,-93.5
1747642984.9510472,109.31,82.5,34.25,4.73,-2.8,0.8,34.19,29.0,-121.62
1747642985.0566316,116.94,81.25,-39.75,2.72,-0.75,0.61,6.06,-6.62,-37.25
1747642985.1576717,116.0,80.37,-31.56,8.58,0.12,0.58,-0.69,36.31,28.94
1747642985.263712,113.0,79.12,-8.75,9.22,-1.78,1.25,-10.88,35.25,33.69
1747642985.3678753,112.94,71.37,1.56,5.13,-3.24,2.47,-22.12,75.44,25.19
1747642985.4707322,107.44,68.31,19.5,6.18,-3.28,3.38,-19.0,10.81,129.31
1747642985.5735824,92.62,57.94,48.88,11.7,-6.79,5.59,-23.12,-38.94,182.69
1747642985.6766815,75.56,48.88,68.0,9.95,-6.49,2.56,9.19,-64.44,123.44
1747642985.779163,62.19,40.44,75.5,8.67,-7.54,2.59,9.5,-26.62,86.12
1747642985.8817246,51.88,34.75,81.12,6.66,-7.75,1.08,-12.13,-66.44,63.0
1747642985.985185,47.06,30.19,84.69,6.23,-8.48,0.86,-28.5,-0.06,34.31
1747642986.0879965,47.5,27.75,89.12,5.65,-9.2,-0.05,-57.13,21.06,12.31
1747642986.1910079,56.0,28.69,92.31,5.69,-8.98,0.23,-55.56,66.12,-34.5
1747642986.2947192,63.19,33.81,96.44,5.47,-8.15,-0.17,-18.75,-25.0,-51.13
1747642986.4000473,66.75,37.25,99.94,4.76,-7.49,-0.47,-28.19,-40.25,-13.63
1747642986.5024245,65.87,36.63,102.31,4.75,-7.6,-0.75,-6.87,-9.31,10.31
1747642986.6121597,61.88,34.56,103.06,4.86,-7.93,-2.25,11.69,-29.37,15.69
1747642986.7157283,57.75,32.81,102.37,5.01,-7.89,-2.59,12.31,-12.0,16.19
1747642986.8215911,53.44,30.37,101.62,4.92,-7.55,-2.08,15.69,-12.81,26.25
1747642986.9235914,48.56,27.62,100.19,4.83,-8.53,-1.68,17.62,-14.0,27.0
1747642987.0277822,43.69,25.37,98.75,4.61,-9.0,-1.46,24.94,-20.0,15.56
1747642987.1301825,43.19,25.31,97.12,3.32,-8.44,0.34,7.5,39.38,-12.56
1747642987.2323904,47.31,26.62,94.75,3.75,-9.27,0.13,4.5,7.44,-3.19
1747642987.3356493,45.81,25.69,93.44,3.82,-8.72,-0.47,20.06,-9.56,14.13
1747642987.438971,43.13,24.25,92.19,4.62,-9.21,0.48,5.0,0.5,14.25
