Timestamp,Orientation_X,Orientation_Y,Orientation_Z,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
1747624085.4643579,344.0,16.81,137.56,2.37,-5.19,-5.76,-4.75,99.19,0.5
1747624085.4674132,5.25,25.0,132.5,3.41,-4.72,-4.37,38.69,150.06,9.94
1747624085.4694142,13.63,29.69,119.87,4.44,-5.61,-3.68,73.69,68.75,48.06
1747624085.4720845,8.88,26.5,108.37,4.02,-7.3,-2.55,74.56,51.44,67.37
1747624085.4755933,8.88,23.25,99.69,3.91,-7.98,-0.83,19.62,56.88,35.19
1747624085.477515,8.38,21.12,99.25,2.64,-7.85,-0.74,-23.19,-14.56,11.81
1747624085.480722,12.25,21.56,102.25,2.18,-7.87,-1.07,-61.44,47.81,-12.19
1747624085.4827456,25.37,24.62,110.0,3.29,-7.35,-3.3,-121.5,93.75,-40.88
1747624085.485756,54.56,35.88,115.06,4.61,-5.37,-3.66,-58.31,105.06,-75.25
1747624085.4875674,72.19,44.69,115.37,5.52,-3.73,-2.72,-25.06,72.56,-54.25
1747624085.4895692,81.37,50.44,110.5,5.43,-4.08,-1.27,23.25,62.0,-19.69
1747624085.4930944,77.56,50.25,103.5,4.74,-4.93,0.73,63.94,-19.5,31.81
1747624085.4956167,64.56,45.5,98.19,5.87,-7.24,-0.56,75.44,-35.81,50.25
1747624085.4976604,56.19,40.69,93.62,5.05,-6.37,-0.65,20.44,33.88,38.44
1747624085.4998114,55.94,37.44,88.44,6.14,-7.8,-0.89,-0.37,57.19,38.19
1747624085.5023434,60.06,36.13,88.19,4.37,-5.79,0.64,-42.63,39.88,-18.5
1747624085.504335,66.37,37.5,89.37,3.93,-6.59,0.39,-21.31,15.75,0.25
1747624085.5063906,65.44,36.19,89.81,4.14,-6.87,0.0,-2.06,0.0,10.13
1747624085.5094225,65.75,35.5,90.19,4.54,-6.35,-0.01,-10.5,0.13,-0.06
1747624085.5119517,66.25,35.69,90.75,4.31,-6.38,0.1,-0.62,-0.31,2.25
1747624085.51395,65.37,35.25,90.69,4.47,-6.64,0.04,3.0,-4.06,0.5
1747624085.515458,64.31,35.25,90.81,3.98,-6.66,0.04,4.12,-12.56,-3.69
1747624085.518006,63.0,34.63,90.75,4.16,-6.66,-0.04,2.87,-1.62,-1.31
1747624085.5199995,62.38,34.25,90.5,4.14,-6.54,0.21,1.12,-3.5,0.81
1747624085.522019,61.31,34.0,90.12,4.18,-6.67,-0.03,6.25,-7.5,0.75
1747624085.5255253,60.44,33.81,90.19,4.17,-6.8,-0.06,-0.25,-3.69,-1.37
1747624085.5290766,60.13,33.44,90.44,4.03,-6.64,0.07,-1.62,0.69,0.37
1747624085.5300677,60.0,33.19,90.37,4.19,-6.67,-0.02,-1.12,2.12,0.06
1747624085.5330732,60.31,33.19,90.44,4.25,-6.65,0.0,-2.69,3.31,-0.62
1747624085.5355859,60.81,33.31,90.5,4.29,-6.54,0.02,-1.37,1.37,-1.56
1747624085.5366008,60.88,33.31,90.56,4.14,-6.61,-0.02,-0.62,0.19,0.88
1747624085.601938,60.94,33.25,90.5,4.3,-6.58,0.0,-0.13,0.88,0.81
1747624085.7054732,61.13,33.44,90.56,4.71,-6.75,-0.2,-2.19,0.44,-10.88
1747624085.8109705,65.5,36.19,91.19,6.42,-6.59,-0.87,-22.69,26.87,-44.0
1747624085.9132016,71.87,41.81,96.56,10.07,-4.42,-5.33,-30.12,-127.94,-61.19
1747624086.019408,67.94,43.69,117.62,8.68,-7.58,-3.96,-103.56,-35.44,-104.62
1747624086.1222527,96.75,53.0,145.25,7.85,-5.21,0.22,-98.75,-98.25,-185.69
1747624086.2263937,129.87,43.25,174.0,0.55,-0.03,-2.18,-36.25,-101.06,-60.44
1747624086.3340828,129.81,40.94,175.56,5.92,0.03,-9.28,8.38,25.81,14.06
1747624086.4375403,130.31,43.06,175.44,7.15,0.52,-8.35,-16.5,41.19,-12.88
1747624086.5397403,128.56,49.63,179.62,6.45,0.48,-5.27,-25.19,97.44,-28.44
1747624086.6441085,131.0,68.0,179.69,0.96,-0.7,-0.46,-13.88,231.44,86.87
1747624086.7463155,114.56,71.5,115.31,17.2,-3.33,-2.34,19.31,142.37,185.19
1747624086.8500535,115.69,70.87,99.81,19.33,0.27,-2.26,-1.25,-4.37,-126.19
1747624086.9530594,123.19,77.12,146.12,-8.7,-2.78,2.87,16.75,3.06,14.94
