Timestamp,Orientation_X,Orientation_Y,Orientation_Z,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
1747623955.016411,92.37,34.88,-164.25,5.86,2.05,-7.72,-7.87,-10.44,-12.81
1747623955.018975,91.81,32.56,-162.81,5.69,2.04,-8.42,-16.19,-43.94,-15.31
1747623955.0209775,89.94,30.69,-158.94,6.18,2.28,-8.24,-29.87,7.0,-44.63
1747623955.0229778,85.19,29.87,-153.94,3.58,5.49,-7.62,-12.88,55.88,-57.5
1747623955.023976,78.81,31.06,-149.12,3.92,7.19,-7.63,-7.25,-5.0,-57.13
1747623955.0264955,156.69,33.81,-141.31,6.15,7.52,-6.64,-19.56,108.37,-54.38
1747623955.0286624,153.25,35.94,-134.06,6.53,5.64,-5.25,-4.12,49.44,-50.0
1747623955.031662,153.25,33.94,-132.25,6.18,3.07,-4.16,27.19,16.25,-31.06
1747623955.0346842,150.12,33.38,-134.19,7.44,2.91,-5.7,28.87,-4.37,5.62
1747623955.0368817,145.87,34.25,-138.56,7.31,4.75,-5.78,21.81,16.81,49.56
1747623955.0394084,128.37,43.19,-141.75,7.86,6.02,-5.46,22.69,53.19,56.25
1747623955.043423,118.12,47.63,-144.81,7.88,6.43,-6.46,25.12,11.63,10.69
1747623955.047643,119.87,45.06,-144.94,7.51,4.96,-5.31,-1.5,-14.75,-41.75
1747623955.0502992,125.06,41.38,-143.75,7.35,3.4,-4.28,7.12,-22.06,-16.62
1747623955.0513005,124.19,40.94,-144.69,6.83,3.29,-4.78,4.62,14.63,7.5
1747623955.0532994,118.56,44.0,-145.12,7.84,4.12,-5.79,9.69,19.69,14.81
1747623955.055811,116.62,44.63,-146.31,8.32,4.88,-6.14,1.62,-5.75,5.87
1747623955.0578754,118.12,43.19,-147.0,7.29,5.03,-5.79,-0.25,-11.88,-9.94
1747623955.0598872,121.31,42.06,-145.62,7.23,4.84,-5.59,-5.31,-12.81,-9.94
