Timestamp,Orientation_X,Orientation_Y,Orientation_Z,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
1747623965.0582469,292.5,21.5,-156.12,3.28,4.09,-8.59,-14.13,6.31,18.75
1747623965.0602443,295.75,22.56,-156.44,4.18,4.47,-8.97,-4.0,-5.56,34.5
1747623965.0622458,300.0,23.44,-157.75,5.01,3.35,-8.59,-3.31,0.0,53.5
1747623965.064249,306.37,27.81,-160.31,4.73,1.99,-7.17,7.62,28.0,66.62
1747623965.0678115,312.69,35.75,-164.62,5.34,1.97,-7.16,17.69,69.81,84.37
1747623965.069819,335.44,48.38,-171.25,5.93,1.07,-5.3,-4.94,143.19,101.69
1747623965.0708213,327.75,66.31,175.0,8.32,-0.66,-3.8,-37.31,164.75,102.75
1747623965.074823,327.87,76.12,149.44,9.52,0.36,-3.54,-37.56,99.75,33.88
1747623965.0763295,329.0,78.75,126.62,12.9,-1.5,-3.71,-19.06,10.88,7.62
1747623965.0798743,332.12,78.87,139.5,8.26,-1.13,-2.92,-12.56,-15.44,-19.44
1747623965.0828724,335.81,78.31,150.44,7.34,-0.27,-2.93,-24.0,4.25,-4.81
1747623965.084878,338.62,79.69,150.06,9.07,-0.83,-1.69,-16.75,14.13,-0.69
1747623965.0863802,339.81,81.56,144.5,9.39,-0.97,-2.39,2.06,13.31,-4.5
1747623965.0904412,340.06,81.0,152.56,8.34,-0.27,-3.08,-0.37,-20.06,-9.0
1747623965.0924585,341.44,78.75,161.69,8.4,-0.07,-2.73,-13.0,-7.94,2.81
1747623965.0944545,342.56,78.56,161.69,9.07,-0.26,-1.92,-7.0,13.31,5.06
1747623965.0964932,342.5,78.62,161.44,9.15,-0.69,-2.7,6.62,-8.31,-3.37
1747623965.099045,341.87,77.5,164.56,8.37,-0.45,-3.16,6.44,-11.88,-2.75
1747623965.102038,341.0,75.81,165.31,8.72,-0.88,-3.22,-0.13,-14.31,2.94
1747623965.1040459,341.5,73.75,165.69,8.69,-0.09,-3.14,-16.0,-0.56,7.5
1747623965.1065645,344.12,73.94,167.69,8.67,0.0,-2.87,-16.75,5.69,1.81
1747623965.1095011,345.44,74.56,168.94,8.1,-0.6,-2.99,1.06,16.5,2.69
1747623965.1114986,344.56,76.62,162.06,9.75,0.91,-4.54,-8.25,31.75,21.0
1747623965.113498,346.5,79.12,155.56,13.69,2.93,-5.22,-38.38,22.69,-34.63
1747623965.1160169,0.06,76.25,-162.94,12.33,0.26,-2.37,-47.19,-73.56,-105.0
1747623965.118606,17.62,63.56,-147.44,6.24,-0.59,-2.57,-44.38,-121.62,-60.5
1747623965.1211295,26.12,58.31,-147.06,5.92,-2.48,-3.62,-11.63,57.94,-3.31
